,names,scores,logfoldchanges,pvals,pvals_adj,celltype
1651,SLFN11,3.6312776,1.8529246,0.00029349666038118135,0.0033704937055887645,t_Bmem-CD27
1652,DGKG,3.630425,2.7238305,0.0002985965834242401,0.003416296204471453,t_Bmem-CD27
1653,DENND3,3.6297038,0.823707,0.0002938926111341329,0.003371380712569142,t_Bmem-CD27
1654,WDR4,3.6293523,1.8592916,0.00029754002849177367,0.003407201272430844,t_Bmem-CD27
1655,MARCH8,3.6275659,1.2953056,0.00029764798920752915,0.003407201272430844,t_Bmem-CD27
1656,ARCN1,3.6252317,0.8713834,0.0002989771982488946,0.0034171244416354328,t_Bmem-CD27
1657,PIK3AP1,3.6251514,0.6290835,0.00029875841254843973,0.003416384879544381,t_Bmem-CD27
1658,AL121944.1,3.624486,0.9765678,0.0003000585128012154,0.0034277163340243944,t_Bmem-CD27
1659,CCDC142,3.6228676,2.8886266,0.00030811438500486416,0.0035088958699090156,t_Bmem-CD27
1660,IRAK2,3.62145,1.563254,0.0003047723632916131,0.003474404941524389,t_Bmem-CD27
1661,ANXA7,3.6208322,0.6771402,0.00030387650059818,0.0034659740986437474,t_Bmem-CD27
1662,RBBP6,3.6176615,0.5542398,0.00030748331332574306,0.003503508482205396,t_Bmem-CD27
1663,FGFR1OP,3.6161711,1.019164,0.0003099316937629176,0.0035269603756587224,t_Bmem-CD27
1664,ENTPD1,3.6151795,0.8681713,0.0003109428586528241,0.0035338472603326856,t_Bmem-CD27
1665,WDR44,3.6150553,1.4901737,0.00031248921852866207,0.0035496021733791108,t_Bmem-CD27
1666,DUSP2,3.61484,0.49428785,0.00031078740501314117,0.0035338472603326856,t_Bmem-CD27
1667,KCTD5,3.6138597,1.140629,0.0003126785824732798,0.0035499345669124595,t_Bmem-CD27
1668,CCDC138,3.613595,1.7342858,0.00031579215818898314,0.0035816161245648716,t_Bmem-CD27
1669,SRPK1,3.6122258,0.8790513,0.00031457673247743364,0.0035696570569202332,t_Bmem-CD27
1670,AC004520.1,3.6081169,4.3811436,0.00032871131852888613,0.003703514261047252,t_Bmem-CD27
1671,NF2,3.607048,2.4856393,0.00032501222777902363,0.003669295380114201,t_Bmem-CD27
1672,RNF216,3.6070416,0.89302874,0.0003205621104993043,0.003631999834492118,t_Bmem-CD27
1673,CUL5,3.6055038,0.913467,0.00032243517759907134,0.0036494921862706524,t_Bmem-CD27
1674,SMARCC2,3.6040025,0.91506857,0.0003244782732496739,0.003666823150048161,t_Bmem-CD27
1675,PRPF4B,3.6034777,0.6364836,0.0003246278736997493,0.003666823150048161,t_Bmem-CD27
1676,POM121C,3.6015499,1.0241253,0.00032748728539256944,0.0036944405098239988,t_Bmem-CD27
1677,DCTN4,3.601304,0.8121914,0.00032757272549109194,0.0036944405098239988,t_Bmem-CD27
1678,CHCHD3,3.6012762,0.8030064,0.00032786304300862174,0.003695834902201408,t_Bmem-CD27
1679,FXYD1,3.6007216,1.5807006,0.0003305129571548935,0.00372003238527688,t_Bmem-CD27
1680,GCLM,3.5983386,1.5285256,0.00033320979638696045,0.003741337294864183,t_Bmem-CD27
1681,GLB1,3.59792,0.97968745,0.0003323159556456975,0.00373842804897618,t_Bmem-CD27
1682,HACL1,3.5974667,1.090616,0.0003331076119339481,0.003741337294864183,t_Bmem-CD27
1683,FMNL3,3.5972197,1.0290568,0.0003332494997229406,0.003741337294864183,t_Bmem-CD27
1684,TLR9,3.5945585,1.4514374,0.0003375352462226936,0.003783705265164704,t_Bmem-CD27
1685,ANGEL2,3.5941212,1.1019657,0.00033715061445972153,0.003783218914177837,t_Bmem-CD27
1686,CSKMT,3.593659,1.0830624,0.0003378841613563394,0.003783790661491977,t_Bmem-CD27
1687,YWHAZ,3.5933683,0.34142235,0.00033742073536725657,0.003783705265164704,t_Bmem-CD27
1688,RBM3,3.5930004,0.46945444,0.0003377860546676692,0.003783790661491977,t_Bmem-CD27
1689,LEPROT,3.592437,1.2489964,0.0003397363265854879,0.003802611594841001,t_Bmem-CD27
1690,RHOBTB2,3.5921922,1.3562249,0.00034034892874337287,0.0038075463153515675,t_Bmem-CD27
1691,PRR14L,3.5881565,1.371305,0.00034588191580497724,0.003865544213278105,t_Bmem-CD27
1692,DNM1L,3.5879865,0.92083704,0.00034490146758020133,0.0038565306306887564,t_Bmem-CD27
1693,KAT7,3.585604,0.93279487,0.0003477841845319389,0.003884845704597824,t_Bmem-CD27
1694,SLC39A10,3.5848882,1.3967129,0.000349626233480065,0.0039025325781857083,t_Bmem-CD27
1695,TET2,3.5848544,1.081168,0.0003497195793467281,0.0039025325781857083,t_Bmem-CD27
1696,PDCD4,3.5837226,0.5432625,0.00034994237795827563,0.003903054500235838,t_Bmem-CD27
1697,STARD7,3.5810602,0.79578537,0.0003539760984619861,0.0039440763975867425,t_Bmem-CD27
1698,SLC35E2A,3.580469,2.4602938,0.00035955251436119975,0.004002187701270523,t_Bmem-CD27
1699,BCORL1,3.575262,2.9975793,0.0003674720521105312,0.00408214319210762,t_Bmem-CD27
1700,RBM15,3.5744722,1.2704201,0.0003637114660668712,0.004046449742649641,t_Bmem-CD27
1701,IKZF5,3.573314,1.3082532,0.00036529976103844507,0.004062082046893401,t_Bmem-CD27
1702,CRYAB,3.5725162,24.922497,0.00037685091752412094,0.004177957697131167,t_Bmem-CD27
1703,LINC01136,3.5696611,3.1655889,0.0003764554257246899,0.00417566090775065,t_Bmem-CD27
1704,AC245014.3,3.5675282,2.3136387,0.000378424243623214,0.004184938031849139,t_Bmem-CD27
1705,ZSWIM6,3.5673559,2.1816385,0.00037749884098211786,0.004178487011610263,t_Bmem-CD27
1706,ABCD2,3.5671206,4.066906,0.00038329774356905133,0.004230393662596603,t_Bmem-CD27
1707,GAPVD1,3.5664554,0.9922001,0.0003741441641613459,0.004152101377352114,t_Bmem-CD27
1708,MED23,3.565125,1.4077885,0.0003771891390108763,0.004178487011610263,t_Bmem-CD27
1709,DENND4C,3.5642624,1.159721,0.00037765243180037754,0.004178487011610263,t_Bmem-CD27
1710,OTUD6B-AS1,3.5637512,0.7699971,0.00037765245890348473,0.004178487011610263,t_Bmem-CD27
1711,KIDINS220,3.5610576,1.3106468,0.00038262487632931394,0.004225070409785796,t_Bmem-CD27
1712,RNF4,3.561023,0.8495763,0.00038164770264882827,0.004216379925676367,t_Bmem-CD27
1713,WDTC1,3.5608754,1.4932553,0.00038386575135036495,0.004234554877956041,t_Bmem-CD27
1714,AL451085.1,3.5601866,24.563507,0.000394674561427795,0.004334382887834819,t_Bmem-CD27
1715,TTN-AS1,3.5598702,1.3799157,0.0003848886880102395,0.004243727935977644,t_Bmem-CD27
1716,RREB1,3.556698,1.4100132,0.00038961101222887307,0.004293660523931811,t_Bmem-CD27
1717,SLC16A1,3.554239,1.6014739,0.0003930038042418867,0.004322457019571108,t_Bmem-CD27
1718,LMBR1,3.5540714,1.0582278,0.0003920080605881415,0.004313645026015316,t_Bmem-CD27
1719,GUCD1,3.55302,0.966192,0.00039373766876781225,0.004326236535970615,t_Bmem-CD27
1720,POMZP3,3.5529923,1.4806898,0.0003951941220641166,0.004337940231944385,t_Bmem-CD27
1721,GRPEL1,3.5529785,0.78983116,0.00039350682596327896,0.004325843754131772,t_Bmem-CD27
1722,AGTPBP1,3.5504472,1.5870204,0.00039974438691216,0.0043692734021131855,t_Bmem-CD27
1723,AGO3,3.5503216,1.0365815,0.0003976347588216012,0.004360413208383464,t_Bmem-CD27
1724,TP53BP2,3.5502412,1.1571141,0.0003984042582977883,0.004364534396856156,t_Bmem-CD27
1725,GFM2,3.5502398,1.5666955,0.0003995226654039018,0.0043692734021131855,t_Bmem-CD27
1726,DYRK1A,3.5500655,1.3491706,0.0003994122160278741,0.0043692734021131855,t_Bmem-CD27
1727,HEXA,3.5499082,0.8686808,0.0003982941781721881,0.004364534396856156,t_Bmem-CD27
1728,TTC13,3.5495913,1.2129816,0.00039982211396237104,0.0043692734021131855,t_Bmem-CD27
1729,SFRP1,3.5492818,3.1468558,0.0004061891683872768,0.0044214199463186495,t_Bmem-CD27
1730,SMAD2,3.5491748,0.98545796,0.0003996480933900399,0.0043692734021131855,t_Bmem-CD27
1731,MEX3C,3.5491428,2.188486,0.0004020387166316363,0.004389170095457052,t_Bmem-CD27
1732,ZUP1,3.5482671,1.1181885,0.0004009074784816144,0.004378976118410264,t_Bmem-CD27
1733,SERGEF,3.547528,1.4081873,0.0004037805621587581,0.004403849682610006,t_Bmem-CD27
1734,EXOSC10,3.5470467,0.9264528,0.0004027390504617064,0.0043946520501414454,t_Bmem-CD27
1735,CSRP1,3.5467217,1.1530532,0.0004041443573510524,0.00440565036162482,t_Bmem-CD27
1736,SRF,3.54551,2.116693,0.00040927774561668574,0.00445285351008772,t_Bmem-CD27
1737,AP3D1,3.5450995,1.0082662,0.0004056554764567981,0.0044199503093251035,t_Bmem-CD27
1738,GPI,3.5447063,0.74721843,0.0004058629286743733,0.00442003866281772,t_Bmem-CD27
1739,ERCC6,3.5412445,1.3707004,0.0004123811560398257,0.004482219300426988,t_Bmem-CD27
1740,MAML1,3.5409355,1.2205153,0.0004129206034176956,0.004485883654865539,t_Bmem-CD27
1741,RAD51D,3.5401506,1.6228646,0.00041574061375403826,0.004512020415511281,t_Bmem-CD27
1742,CLASP2,3.53876,0.9330949,0.0004150406888107296,0.004506707734084381,t_Bmem-CD27
1743,WASHC2C,3.5383046,0.8556277,0.00041593693813670043,0.004512020415511281,t_Bmem-CD27
1744,ZNF224,3.5376341,1.2182943,0.0004182013138549929,0.004531066094639057,t_Bmem-CD27
1745,CDC73,3.537189,0.71649575,0.00041748219792356913,0.004526568593916527,t_Bmem-CD27
1746,CDKN2B,3.5369463,24.605026,0.0004304354195132509,0.004642045017931572,t_Bmem-CD27
1747,STX16,3.536812,0.98662275,0.0004183057004341384,0.004531066094639057,t_Bmem-CD27
1748,DDX23,3.5339735,1.2301643,0.0004244358758596183,0.004592980319880584,t_Bmem-CD27
1749,ZNF507,3.5326052,1.5542109,0.00042632625560575844,0.004611186373437309,t_Bmem-CD27
1750,BMT2,3.531839,1.383491,0.000427195876308219,0.004618339427295046,t_Bmem-CD27
1751,ATXN1,3.5308783,1.286025,0.0004298799886282964,0.004638310942995239,t_Bmem-CD27
1752,ZNF765,3.530775,1.6997762,0.000429747156261568,0.004638310942995239,t_Bmem-CD27
1753,NBPF15,3.5304477,0.9462163,0.00042849750235711805,0.004630153567136637,t_Bmem-CD27
1754,MAFG,3.5297763,0.99955034,0.0004295695653620199,0.004638310942995239,t_Bmem-CD27
1755,NEURL2,3.5286176,3.2109065,0.0004400054523016063,0.004737802863868968,t_Bmem-CD27
1756,ZNF264,3.5271962,1.4092506,0.0004348985246830486,0.004687897417499871,t_Bmem-CD27
1757,TP53BP1,3.5256908,0.9971636,0.0004361646228837141,0.00469926053605471,t_Bmem-CD27
1758,CLNK,3.5251162,1.5920864,0.00044016930048121925,0.004737802863868968,t_Bmem-CD27
1759,SNAI3,3.5235598,1.9854525,0.0004426552127953661,0.004762248439258443,t_Bmem-CD27
1760,ATXN7L1,3.5225158,2.401478,0.00044682909381149914,0.004802492242890146,t_Bmem-CD27
1761,SLC25A24,3.5206678,1.196213,0.0004450534648265058,0.004785727679727504,t_Bmem-CD27
1762,ZNF268,3.5196323,1.3408291,0.0004472893655843439,0.0048051100305725085,t_Bmem-CD27
1763,ATE1,3.5156865,1.0523262,0.00045295161475547287,0.004858875739706386,t_Bmem-CD27
1764,TULP4,3.5156517,1.2205834,0.0004533988298150856,0.004861321205749465,t_Bmem-CD27
1765,MORF4L2,3.5154839,0.7013152,0.000452746948379293,0.004858875739706386,t_Bmem-CD27
1766,LASP1,3.5147974,1.0000155,0.0004544683912261416,0.004870433851453474,t_Bmem-CD27
1767,ZNF266,3.5143616,1.5047958,0.0004568346008302725,0.004888703476935151,t_Bmem-CD27
1768,USP32,3.5139344,1.2316384,0.00045650140028558435,0.004887496643424559,t_Bmem-CD27
1769,MGAT4A,3.5138674,0.9458953,0.000456074314563566,0.004885282983970024,t_Bmem-CD27
1770,ICE2,3.5123153,1.0532674,0.0004590939636380625,0.004903793136893489,t_Bmem-CD27
1771,KIAA0319L,3.5117767,1.2716033,0.00046053233136833955,0.004914043976626657,t_Bmem-CD27
1772,MAP4K1,3.5116365,0.6711852,0.0004591293263063583,0.004903793136893489,t_Bmem-CD27
1773,ADA,3.5101826,1.1437148,0.00046420999490191545,0.004948523181230852,t_Bmem-CD27
1774,DNAJB12,3.5095763,0.9089088,0.00046364526939582357,0.0049448804994293395,t_Bmem-CD27
1775,HIST3H2A,3.5090425,1.8497714,0.00046728457656314195,0.004978904813135294,t_Bmem-CD27
1776,AC021678.2,3.507463,4.999875,0.00047980080255434726,0.005092687024910264,t_Bmem-CD27
1777,STRN,3.5065517,1.3069777,0.00046902540928297457,0.004995053025951679,t_Bmem-CD27
1778,ALCAM,3.5054648,1.3216641,0.0004716995213794525,0.00502112025326289,t_Bmem-CD27
1779,ATP6V1A,3.5043805,1.1219774,0.0004727462054040358,0.005029847222852057,t_Bmem-CD27
1780,NOP2,3.503803,0.9844946,0.00047339403940840224,0.005034324237794966,t_Bmem-CD27
1781,ZKSCAN8,3.5037425,2.0419776,0.0004779987790065257,0.005080856628433219,t_Bmem-CD27
1782,SETD4,3.5015502,1.6952075,0.00047955304108217214,0.0050924950095378365,t_Bmem-CD27
1783,CHAMP1,3.499723,1.2966824,0.00048198555887144623,0.005113428610936161,t_Bmem-CD27
1784,RPS6KA1,3.497279,1.0615166,0.0004854112217371964,0.005147308952452825,t_Bmem-CD27
1785,NCOA4,3.4963934,0.7549722,0.00048600242552587335,0.005151114618157356,t_Bmem-CD27
1786,TRAPPC6B,3.495369,1.0046654,0.0004884363162656635,0.005174437859798642,t_Bmem-CD27
1787,HNRNPH1,3.4944513,0.5897449,0.000489303108091492,0.00518114508868799,t_Bmem-CD27
1788,GANC,3.4921553,1.4192272,0.0004960752583348507,0.005247841938482178,t_Bmem-CD27
1789,CEBPZOS,3.4903874,1.0663733,0.0004982897647273171,0.0052687548656646654,t_Bmem-CD27
1790,KIAA0355,3.489954,1.6696981,0.0005003141924368912,0.005287638984224589,t_Bmem-CD27
1791,COP1,3.4887824,1.0129502,0.0005006838569485518,0.005289024849985821,t_Bmem-CD27
1792,PSMD14,3.4881842,0.80506474,0.0005014557800836364,0.005294656672283081,t_Bmem-CD27
1793,VPS41,3.4847934,1.1010078,0.0005082239399043577,0.005363564692765028,t_Bmem-CD27
1794,RBL2,3.4840107,0.8283546,0.0005091229570144691,0.005369976388330455,t_Bmem-CD27
1795,MAP2K4,3.4837937,0.8468218,0.0005093158501176632,0.005369976388330455,t_Bmem-CD27
1796,MAX,3.483522,0.6137789,0.0005096060988127216,0.0053704829035049785,t_Bmem-CD27
1797,FRA10AC1,3.4832697,1.0281872,0.000511297746436787,0.0053857505613980425,t_Bmem-CD27
1798,GCC1,3.4824455,1.3136793,0.0005137241793572632,0.005408739899757168,t_Bmem-CD27
1799,APAF1,3.4782267,1.1747,0.0005211358722797637,0.00548413593198053,t_Bmem-CD27
1800,OSBPL3,3.478187,1.2262344,0.0005213799911881549,0.00548413593198053,t_Bmem-CD27
1801,MZF1,3.4776065,1.4229474,0.0005235402232592636,0.005501638564136328,t_Bmem-CD27
1802,SEC24B,3.4771364,1.0637366,0.0005225152880356747,0.005493471541780473,t_Bmem-CD27
1803,GABPA,3.4766896,1.1722181,0.0005239802456530715,0.005503654186104006,t_Bmem-CD27
1804,RAD51B,3.473742,1.6030762,0.0005325883239863997,0.00558613098758299,t_Bmem-CD27
1805,COL4A3BP,3.473642,0.89638543,0.0005290464366091319,0.005554236097980247,t_Bmem-CD27
1806,SYMPK,3.4726136,1.0947479,0.0005322604730042568,0.005585334343551058,t_Bmem-CD27
1807,NIPAL3,3.4722495,1.2564332,0.0005335353175079461,0.005592927328072995,t_Bmem-CD27
1808,NOC3L,3.4715142,0.9580622,0.000533740775997946,0.005592927328072995,t_Bmem-CD27
1809,ZFYVE1,3.4699526,2.1321347,0.0005417650528977468,0.005663628721311523,t_Bmem-CD27
1810,CMTM6,3.4695506,0.42012295,0.000536543099182469,0.005619636343019785,t_Bmem-CD27
1811,FOXJ3,3.4690907,0.92341477,0.0005380711964062987,0.005630322150975395,t_Bmem-CD27
1812,KPNA1,3.4667802,0.9393179,0.0005428775547483611,0.005672584364484171,t_Bmem-CD27
1813,ZNF567,3.4664345,1.3576903,0.0005447295140131872,0.0056865760424738235,t_Bmem-CD27
1814,SELENOI,3.4662611,1.146372,0.0005450642162992711,0.005687392408472347,t_Bmem-CD27
1815,ARL8B,3.4658327,0.7062168,0.0005442743268216881,0.005684500541034993,t_Bmem-CD27
1816,INTS13,3.4632647,1.5886862,0.0005538119087093969,0.005775950823995041,t_Bmem-CD27
1817,IL7,3.4614441,1.333279,0.0005554616631295752,0.005790433218886728,t_Bmem-CD27
1818,ARHGAP21,3.4603384,2.7524822,0.0005661744580487463,0.0058744905279901035,t_Bmem-CD27
1819,UTP20,3.4603074,1.4570532,0.0005597783097638312,0.005820262362655287,t_Bmem-CD27
1820,INPP5B,3.4601116,1.4560635,0.0005591411581203044,0.005817849319099722,t_Bmem-CD27
1821,THAP11,3.4598737,1.138594,0.0005574882694671479,0.005806100234333053,t_Bmem-CD27
1822,CFL1,3.4593186,0.32739213,0.0005573656520340585,0.005806100234333053,t_Bmem-CD27
1823,RASA2,3.4591331,0.7957692,0.000557912954931429,0.005807795281546749,t_Bmem-CD27
1824,VCL,3.458651,1.4440814,0.0005620147253076999,0.00583406016116462,t_Bmem-CD27
1825,PTTG1IP,3.4585254,0.9510363,0.0005598980570758909,0.005820262362655287,t_Bmem-CD27
1826,ZNF558,3.4584758,4.661554,0.000573533194833636,0.005939725142011308,t_Bmem-CD27
1827,ZNF830,3.4581594,0.93384343,0.0005603086404465882,0.005821801070582099,t_Bmem-CD27
1828,CPLANE1,3.4571052,2.0314229,0.0005676629716123192,0.005884427802505822,t_Bmem-CD27
1829,CD226,3.4560866,3.5707843,0.000577063707408447,0.0059623642052038656,t_Bmem-CD27
1830,ANO9,3.4554462,1.6659364,0.0005686382016882989,0.005891782638333949,t_Bmem-CD27
1831,CA5B,3.454933,1.1476047,0.0005672369996900484,0.005882762392014708,t_Bmem-CD27
1832,RNF170,3.4518569,1.5480181,0.000575010946126301,0.00594947163250512,t_Bmem-CD27
1833,ZNF736,3.4518218,1.2582703,0.000574503126759176,0.005946992450808221,t_Bmem-CD27
1834,GNS,3.4516532,1.3234922,0.0005762208657675577,0.0059564313550881385,t_Bmem-CD27
1835,ACSF2,3.4515831,2.0302162,0.0005804929544400661,0.005989423117170584,t_Bmem-CD27
1836,TSPAN3,3.4505978,0.57042295,0.0005754974199223557,0.0059517277481055935,t_Bmem-CD27
1837,HELLS,3.4501088,1.3167346,0.0005793186328236098,0.0059800894067029335,t_Bmem-CD27
1838,TDG,3.4491267,0.7358407,0.0005787603020081868,0.005977108605695168,t_Bmem-CD27
1839,TIMM23B,3.447937,1.6580737,0.0005845846921012102,0.00602883552463262,t_Bmem-CD27
1840,IL13RA1,3.446977,1.4459624,0.0005855698570304652,0.006033383104059715,t_Bmem-CD27
1841,CD63,3.446311,0.75855535,0.0005852982484966405,0.006033383104059715,t_Bmem-CD27
1842,PLAA,3.443826,0.9104646,0.0005909045306351721,0.006085520742115036,t_Bmem-CD27
1843,NCEH1,3.4428568,2.4685364,0.0006006519709121665,0.006160726798522879,t_Bmem-CD27
1844,IL27RA,3.442449,0.6985916,0.00059329370403145,0.006107289368379452,t_Bmem-CD27
1845,ASPSCR1,3.4423313,1.1479044,0.0005945208822530887,0.006112892323329373,t_Bmem-CD27
1846,UBR4,3.441745,0.8167693,0.0005947905372993482,0.006112892323329373,t_Bmem-CD27
1847,WTAP,3.4414706,0.47451887,0.000594940767318125,0.006112892323329373,t_Bmem-CD27
1848,ANKRD27,3.441417,1.7326709,0.000599659577501576,0.006155672135158539,t_Bmem-CD27
1849,CDK6,3.441364,1.360558,0.0005984063624086941,0.006145652743718376,t_Bmem-CD27
1850,DAGLB,3.4411228,1.7671833,0.0006007076777344727,0.006160726798522879,t_Bmem-CD27
1851,CLDN4,3.4408455,2.7635663,0.0006056441069153085,0.00620561311581938,t_Bmem-CD27
1852,RNASEH1,3.438742,0.96913135,0.0006022055056177,0.006173232859945105,t_Bmem-CD27
1853,LRRC42,3.4372087,2.1500242,0.0006145629221940277,0.00627958694645538,t_Bmem-CD27
1854,ENPP4,3.4365819,1.5763162,0.0006084722095757565,0.006231710994421823,t_Bmem-CD27
1855,SUCO,3.4340007,0.9762769,0.0006125072996554435,0.006264895102324393,t_Bmem-CD27
1856,SMU1,3.4338331,0.72675,0.0006122206116777381,0.006264895102324393,t_Bmem-CD27
1857,RAB21,3.4337854,0.946521,0.0006125599865529826,0.006264895102324393,t_Bmem-CD27
1858,ARID1B,3.4333339,0.7157212,0.0006132341146653145,0.006268898121011534,t_Bmem-CD27
1859,ARID3A,3.4293263,1.09751,0.0006248533627504045,0.006370056833225158,t_Bmem-CD27
1860,SPPL2A,3.4286788,0.6719538,0.0006236055473200352,0.006363187206961408,t_Bmem-CD27
1861,LMBRD1,3.4283087,0.5587564,0.000624309855568106,0.006367443618910586,t_Bmem-CD27
1862,MCMBP,3.4276738,1.0373015,0.0006268262548191974,0.006384298827793323,t_Bmem-CD27
1863,DOCK2,3.427487,0.681008,0.0006265681039662438,0.006384298827793323,t_Bmem-CD27
1864,FAM172A,3.4262521,1.0333765,0.0006301265665501198,0.0064090808991356905,t_Bmem-CD27
1865,YWHAE,3.4260306,0.49903035,0.0006295245554311568,0.006405896267817825,t_Bmem-CD27
1866,SYNE2,3.424816,0.924771,0.000633269188017106,0.00643809156620967,t_Bmem-CD27
1867,MIB1,3.4239333,1.9949465,0.0006395969111723265,0.006496464641055426,t_Bmem-CD27
1868,CDK19,3.4234946,1.3944592,0.0006379678566046262,0.006482887848072583,t_Bmem-CD27
1869,NLRC3,3.421753,1.2916287,0.0006420267380801605,0.006515175681213455,t_Bmem-CD27
1870,RBM15B,3.4215984,1.1590377,0.0006412134948550005,0.006509902390760039,t_Bmem-CD27
1871,GLYCTK,3.4203265,1.6426402,0.0006469713018493739,0.006559348274305518,t_Bmem-CD27
1872,TGFBR1,3.4196208,1.3865077,0.0006463434439413285,0.006555980412859596,t_Bmem-CD27
1873,IRF5,3.4173973,0.93985015,0.0006508348111042219,0.006593392562572831,t_Bmem-CD27
1874,SRRM1,3.4168642,0.46225706,0.0006509239308831429,0.006593392562572831,t_Bmem-CD27
1875,VTI1A,3.4153798,0.89215076,0.0006553390902495805,0.006635083857581711,t_Bmem-CD27
1876,SYT1,3.4141839,1.7042766,0.0006620308531958042,0.006696719939740222,t_Bmem-CD27
1877,DCUN1D1,3.4132016,1.4080373,0.000662767867954041,0.006701118073937506,t_Bmem-CD27
1878,PCMTD2,3.4126246,1.6423502,0.0006640243529501603,0.0067094631946416,t_Bmem-CD27
1879,PIAS2,3.4125173,1.5940877,0.0006658796419177503,0.0067233831057569565,t_Bmem-CD27
1880,LAMP2,3.4121792,1.1969155,0.0006641984265655668,0.0067094631946416,t_Bmem-CD27
1881,URI1,3.41003,0.7647298,0.0006677714122012949,0.006739415349448935,t_Bmem-CD27
1882,RRAD,3.4091856,3.7000327,0.0006848950784059483,0.006874684732229558,t_Bmem-CD27
1883,TAZ,3.4091113,1.0054054,0.0006707894033178809,0.006766794103624829,t_Bmem-CD27
1884,SLC35A1,3.4090037,1.4594985,0.0006736717252198077,0.0067896923469539985,t_Bmem-CD27
1885,SOS1,3.4087143,1.4231902,0.0006732242850794501,0.006788268337001659,t_Bmem-CD27
1886,CWC27,3.408076,1.1172411,0.0006747689928360401,0.006797661462132448,t_Bmem-CD27
1887,TMEM138,3.4073234,1.011561,0.0006755939793593389,0.006802881609597921,t_Bmem-CD27
1888,ZC3H13,3.4067764,0.82910824,0.0006760411832080472,0.006804294668757164,t_Bmem-CD27
1889,PRPF39,3.4055133,1.105468,0.0006792761418116138,0.0068275566148635145,t_Bmem-CD27
1890,MAPKAP1,3.405385,0.8914309,0.0006790937035596995,0.0068275566148635145,t_Bmem-CD27
1891,TCF25,3.4047973,0.48510593,0.0006801431788636103,0.00683317385815262,t_Bmem-CD27
1892,MBTPS1,3.4046824,1.0636184,0.0006813836660982347,0.006842536244744637,t_Bmem-CD27
1893,LIME1,3.4046063,1.5976591,0.0006872503284044785,0.006888969951045434,t_Bmem-CD27
1894,RANBP9,3.4035876,1.4624757,0.0006879256846360935,0.006892623680721239,t_Bmem-CD27
1895,BBC3,3.403359,1.3682959,0.0006866849454962529,0.006886415783124567,t_Bmem-CD27
1896,ZZEF1,3.4020374,1.1248981,0.000688423087336157,0.006894491922088803,t_Bmem-CD27
1897,HERC2,3.4003758,0.95295227,0.0006922801004322645,0.006926862214298105,t_Bmem-CD27
1898,DNAJB6,3.3992534,0.39258114,0.0006939567139582311,0.006940506187909723,t_Bmem-CD27
1899,TUBGCP4,3.3985846,1.7212516,0.0007002874223887701,0.006994357214696486,t_Bmem-CD27
1900,LINC02256,3.397996,0.9745798,0.0006985536988256644,0.006980185292501783,t_Bmem-CD27
1901,DOCK11,3.397338,1.1255839,0.0007007293683345272,0.0069956201189020585,t_Bmem-CD27
1902,MRPS30,3.395748,0.87034756,0.0007036790517511473,0.007021906217136899,t_Bmem-CD27
1903,MED10,3.394585,0.51413405,0.0007058169833412135,0.007040071962044411,t_Bmem-CD27
1904,RPGR,3.3942335,1.5254767,0.0007104759560368728,0.007083355833275891,t_Bmem-CD27
1905,CEP78,3.391315,2.2776265,0.0007247641646184437,0.007216073561780311,t_Bmem-CD27
1906,CDC16,3.388947,0.9871693,0.0007216999023512883,0.007188792423555758,t_Bmem-CD27
1907,HNRNPD,3.3889308,0.5710028,0.0007204505435838221,0.007179572990060264,t_Bmem-CD27
1908,GALNT3,3.3878205,1.3582236,0.0007272964831944841,0.007234789108062492,t_Bmem-CD27
1909,SPECC1L,3.3877985,1.2423077,0.000725751127120136,0.007222656975599091,t_Bmem-CD27
1910,ALPK1,3.387318,1.4396927,0.0007281505068429253,0.007239519201125797,t_Bmem-CD27
1911,SKP2,3.3867226,2.1221344,0.0007323105581849467,0.007271617557830194,t_Bmem-CD27
1912,ARF4,3.3858676,0.47300524,0.000728424991553315,0.007239519201125797,t_Bmem-CD27
1913,NRF1,3.385673,1.4560179,0.0007317956318240725,0.007269760100553387,t_Bmem-CD27
1914,NKRF,3.3852918,1.5760708,0.0007348307178361733,0.007290112530908935,t_Bmem-CD27
1915,DNAJC16,3.3846412,1.4884169,0.0007340833979554149,0.007285958452491233,t_Bmem-CD27
1916,SLC9B2,3.3831465,1.3156353,0.0007386405245322286,0.007324574706925754,t_Bmem-CD27
1917,HIST1H3H,3.382848,1.9002237,0.0007442233575601999,0.007370104737464186,t_Bmem-CD27
1918,RNF38,3.3825507,1.1478013,0.0007392954581743489,0.007324574706925754,t_Bmem-CD27
1919,PRKDC,3.3819432,0.7545174,0.0007391959321072103,0.007324574706925754,t_Bmem-CD27
1920,ZNF473,3.3813176,1.8423094,0.0007476473756066508,0.0073974052919795925,t_Bmem-CD27
1921,METAP2,3.3797207,0.6561798,0.0007450829041423767,0.007375322872120053,t_Bmem-CD27
1922,RIPK1,3.3795698,1.2903428,0.0007499302481670027,0.007416683047549934,t_Bmem-CD27
1923,SLC35E2B,3.378296,1.4285783,0.0007520746746287792,0.007427951786433818,t_Bmem-CD27
1924,DCAF10,3.3778825,1.1488123,0.000751866021825835,0.007427951786433818,t_Bmem-CD27
1925,NRBF2,3.3776124,0.7115405,0.0007508166521619289,0.007422138933743401,t_Bmem-CD27
