,names,scores,logfoldchanges,pvals,pvals_adj,celltype
1926,ATG4B,3.3761353,1.0210602,0.0007572705777393383,0.007475939679525534,t_Bmem-CD27
1927,LSS,3.3759036,2.9784489,0.0007660347991693652,0.007542611831858367,t_Bmem-CD27
1928,ACOX3,3.3750303,1.971292,0.0007643640710746554,0.007532553132417038,t_Bmem-CD27
1929,AFMID,3.3748887,1.568329,0.0007614007517741193,0.007506686913778367,t_Bmem-CD27
1930,IGFBP7,3.3745463,2.2375853,0.0007664052882865152,0.007542611831858367,t_Bmem-CD27
1931,AP1S3,3.3745432,0.9673773,0.000760202054351561,0.007498202914206923,t_Bmem-CD27
1932,WASL,3.372835,1.6353996,0.0007668190370598228,0.007543335629426554,t_Bmem-CD27
1933,AMBRA1,3.3726249,1.4835842,0.0007679311792922471,0.007550925959399998,t_Bmem-CD27
1934,BCS1L,3.3724303,2.1260724,0.0007731688720617177,0.0075956904741800915,t_Bmem-CD27
1935,LPXN,3.3718731,0.53481925,0.0007662034825406133,0.007542611831858367,t_Bmem-CD27
1936,TBC1D4,3.371856,4.5444303,0.0007851569926849976,0.007679438023292657,t_Bmem-CD27
1937,PIBF1,3.3715148,1.1354308,0.0007702964072823402,0.007570825460403958,t_Bmem-CD27
1938,CREBZF,3.3690925,0.83985937,0.0007743006084081781,0.007603439942530794,t_Bmem-CD27
1939,CCDC112,3.3686113,1.4388303,0.0007780746524071407,0.007633738614081208,t_Bmem-CD27
1940,BCAT2,3.3685899,1.4844412,0.0007785753220311552,0.007635272275717296,t_Bmem-CD27
1941,CCDC93,3.3679183,0.8496949,0.0007776542422801939,0.007632991374094174,t_Bmem-CD27
1942,RDX,3.367854,1.1549739,0.0007795633232780757,0.007638273906092818,t_Bmem-CD27
1943,WDR7,3.3674366,1.8879195,0.0007849389296021096,0.007679438023292657,t_Bmem-CD27
1944,WASHC4,3.3670576,0.6063521,0.0007795703716000562,0.007638273906092818,t_Bmem-CD27
1945,CYFIP1,3.366264,2.3896632,0.0007899508032290059,0.007719514834727522,t_Bmem-CD27
1946,PLEKHJ1,3.3659966,0.70193267,0.0007829396187766615,0.0076678976003246085,t_Bmem-CD27
1947,SUSD6,3.3659794,0.9567508,0.0007836875413973469,0.007671833931745419,t_Bmem-CD27
1948,TCOF1,3.3635345,1.1424922,0.0007924168803487015,0.007736794138252645,t_Bmem-CD27
1949,PRPF40A,3.3626432,0.54896456,0.0007920724279001183,0.007736794138252645,t_Bmem-CD27
1950,C17orf80,3.3590863,2.4006546,0.0008132644342964904,0.00792289644185241,t_Bmem-CD27
1951,PMS1,3.3587236,1.0702674,0.0008052493402120714,0.00785516657304103,t_Bmem-CD27
1952,NUTM2A-AS1,3.3586617,0.7914308,0.0008040416150915209,0.00784683746981703,t_Bmem-CD27
1953,TELO2,3.3585434,1.6944631,0.0008077321596637845,0.007875921361576558,t_Bmem-CD27
1954,SNX20,3.3549564,0.9751523,0.0008161650895026571,0.007947662946658945,t_Bmem-CD27
1955,HERC1,3.3517873,0.9448713,0.0008246255449894862,0.008023002285674366,t_Bmem-CD27
1956,RASSF7,3.3516986,1.0523037,0.0008250836224513006,0.008023938228338898,t_Bmem-CD27
1957,RASD1,3.3510811,4.6625137,0.0008456496110744146,0.00816788018933327,t_Bmem-CD27
1958,TNFRSF10B,3.350432,1.2733136,0.0008308244970307564,0.008055037854247032,t_Bmem-CD27
1959,NUMB,3.3502536,0.8762223,0.0008284606135802158,0.008046192371841492,t_Bmem-CD27
1960,KHDRBS1,3.3501902,0.43264282,0.0008282298375267106,0.008046192371841492,t_Bmem-CD27
1961,HEXB,3.350137,0.9846167,0.0008300031450015396,0.008050594809325956,t_Bmem-CD27
1962,NAA16,3.3501015,1.0175091,0.0008296422115175221,0.008050594809325956,t_Bmem-CD27
1963,ELMSAN1,3.3499668,0.6863849,0.0008294501313142902,0.008050594809325956,t_Bmem-CD27
1964,TARBP1,3.349724,1.5691911,0.0008355895751083741,0.008094157994267357,t_Bmem-CD27
1965,SPIN3,3.3495927,3.4507837,0.000846253963266596,0.008168911244018386,t_Bmem-CD27
1966,NXPE3,3.3483114,1.5428598,0.000838415275327965,0.008117983362378588,t_Bmem-CD27
1967,PNPLA2,3.3480868,0.6076884,0.0008345210924473378,0.008087340989001233,t_Bmem-CD27
1968,API5,3.3464112,0.78274894,0.0008403419340223774,0.008133086732028885,t_Bmem-CD27
1969,LBR,3.3451705,0.847003,0.0008441011252421944,0.008158785636440792,t_Bmem-CD27
1970,LSM14A,3.3451653,0.54313236,0.0008433014818124405,0.008156568329233498,t_Bmem-CD27
1971,CAPZA1,3.3450868,0.45950472,0.0008435038641109641,0.008156568329233498,t_Bmem-CD27
1972,MAP3K14,3.3450246,1.2076937,0.0008457787811621877,0.00816788018933327,t_Bmem-CD27
1973,TBC1D14,3.3448362,1.9578792,0.0008507862590808016,0.008200150368989719,t_Bmem-CD27
1974,ACADSB,3.3442922,2.1122277,0.000855389649685709,0.008230219566224377,t_Bmem-CD27
1975,IVD,3.344285,0.8707466,0.0008473791424842823,0.008172776572895203,t_Bmem-CD27
1976,CNOT1,3.3439224,0.69156283,0.0008473915726823647,0.008172776572895203,t_Bmem-CD27
1977,IGHV3-43,3.34338,1.3672317,0.0008510946153295326,0.008200150368989719,t_Bmem-CD27
1978,CLCN6,3.343075,1.1773487,0.000851339293258212,0.008200150368989719,t_Bmem-CD27
1979,SPTY2D1,3.3414996,0.98353374,0.0008559458043437249,0.008230219566224377,t_Bmem-CD27
1980,HP1BP3,3.341011,0.5392688,0.0008559405735842478,0.008230219566224377,t_Bmem-CD27
1981,FGD4,3.3397114,1.5787108,0.0008637545386767088,0.008290921812155266,t_Bmem-CD27
1982,RC3H2,3.3392272,0.90624744,0.0008622657728956692,0.008281216404311129,t_Bmem-CD27
1983,ASCC3,3.3380425,0.92792743,0.0008661356911508399,0.008310180302850528,t_Bmem-CD27
1984,B3GALNT2,3.336993,1.9523572,0.0008747495822669561,0.008385569601212804,t_Bmem-CD27
1985,SPPL3,3.3368495,0.9236457,0.0008698677472658267,0.008342377837424383,t_Bmem-CD27
1986,ATG13,3.3350894,1.1002518,0.000875934662506281,0.008393301327464032,t_Bmem-CD27
1987,TRMT1L,3.334551,1.2772154,0.0008794103213055144,0.008418625274920917,t_Bmem-CD27
1988,GPHN,3.3344123,1.3488126,0.000880491542310907,0.008422406802269087,t_Bmem-CD27
1989,DEF6,3.3333848,0.5854094,0.0008797165364177947,0.008418625274920917,t_Bmem-CD27
1990,AC008074.3,3.331422,4.231656,0.0009060655361234674,0.008622399627667659,t_Bmem-CD27
1991,METTL15,3.33022,1.2405227,0.0008918394983856193,0.0085236022403898,t_Bmem-CD27
1992,PTBP2,3.3297691,1.3545495,0.0008939322449342316,0.00853624447326732,t_Bmem-CD27
1993,TNIP1,3.3294241,0.60924345,0.0008923050588812449,0.008524377453930997,t_Bmem-CD27
1994,ZSCAN2,3.3291838,4.415131,0.0009124926458775315,0.008672395815277541,t_Bmem-CD27
1995,RBM41,3.3288357,1.5164741,0.0008978422299220563,0.008562518608198604,t_Bmem-CD27
1996,POGK,3.328689,1.3337065,0.0008962247911653617,0.008550771211062635,t_Bmem-CD27
1997,MPZL3,3.328654,2.9004471,0.0009079142927785672,0.00863628640659767,t_Bmem-CD27
1998,COG6,3.3282354,1.4862906,0.0008996179157318143,0.008575764421978297,t_Bmem-CD27
1999,TICAM1,3.3275852,1.1248622,0.0009007091600738041,0.008582477097686489,t_Bmem-CD27
2000,LINS1,3.326281,1.1333092,0.0009038755507244992,0.008608948705418522,t_Bmem-CD27
2001,TMEM259,3.3250916,0.5773607,0.0009060483826405767,0.008622399627667659,t_Bmem-CD27
2002,NFYA,3.3245993,1.3300669,0.0009092386665102493,0.008645175365579657,t_Bmem-CD27
2003,AMMECR1L,3.322165,1.5911288,0.0009196854885184294,0.008733270379836889,t_Bmem-CD27
2004,STAG2,3.3218608,0.7121643,0.0009166680117339827,0.008708346111472837,t_Bmem-CD27
2005,CCR1,3.3210888,0.9701018,0.0009208137334024754,0.008738664045537907,t_Bmem-CD27
2006,UBL3,3.3203707,0.84938055,0.0009222203577427196,0.008742365109974058,t_Bmem-CD27
2007,NAP1L1,3.3202686,0.45151713,0.0009215581065046854,0.008739823736325232,t_Bmem-CD27
2008,HMBOX1,3.3201132,1.0048777,0.0009232932171005933,0.008748795086654469,t_Bmem-CD27
2009,PTPN2,3.3188515,0.5689807,0.0009263684564553943,0.008774185299011302,t_Bmem-CD27
2010,MGME1,3.318703,1.3824351,0.0009305392198892945,0.00880992575687674,t_Bmem-CD27
2011,FAM98B,3.3182006,1.25126,0.0009313775079604661,0.00881409879812523,t_Bmem-CD27
2012,HBP1,3.3165715,0.5911723,0.0009338271831113392,0.008833511148092032,t_Bmem-CD27
2013,VPS13D,3.316507,1.3630097,0.000937753551626477,0.00886309015354385,t_Bmem-CD27
2014,CSF2RB,3.3163667,2.238436,0.0009427574824866129,0.008900534664277367,t_Bmem-CD27
2015,MFN1,3.3142765,1.1939764,0.0009431191449513528,0.008900534664277367,t_Bmem-CD27
2016,GYS1,3.3142288,1.839539,0.0009492333517896646,0.008952510042208522,t_Bmem-CD27
2017,BASP1,3.3138506,0.4025478,0.0009429471402684437,0.008900534664277367,t_Bmem-CD27
2018,HDAC1,3.3137727,0.65211505,0.0009433209967551442,0.008900534664277367,t_Bmem-CD27
2019,MFSD4B,3.3119256,1.8401281,0.0009543254469658519,0.008989064628536039,t_Bmem-CD27
2020,SH3GLB1,3.3118584,0.62376916,0.000949769311533891,0.008953756354014014,t_Bmem-CD27
2021,GPN1,3.3114104,1.0789787,0.0009534471168051132,0.00898460812618775,t_Bmem-CD27
2022,HIST1H2AM,3.309906,1.5500803,0.0009618517565711963,0.009049892896037987,t_Bmem-CD27
2023,TTBK2,3.3092818,1.846412,0.0009620077371560698,0.009049892896037987,t_Bmem-CD27
2024,SOCS5,3.3089676,1.9739496,0.0009678357770940764,0.009089293810041065,t_Bmem-CD27
2025,TMLHE,3.3086834,1.6818002,0.0009657969053376456,0.009077835855045195,t_Bmem-CD27
2026,DDX20,3.308257,1.2504467,0.0009645401798675303,0.009069868281680556,t_Bmem-CD27
2027,ZDHHC7,3.30712,1.5106486,0.0009705681219121659,0.0091033870419452,t_Bmem-CD27
2028,GRN,3.306785,0.5549931,0.0009670721709540484,0.009085970867188183,t_Bmem-CD27
2029,GNPAT,3.3064802,0.9227359,0.000969041837343387,0.00909676742566254,t_Bmem-CD27
2030,CEP85L,3.3062863,1.1160548,0.0009712512834315906,0.00910594279388104,t_Bmem-CD27
2031,GON4L,3.3059943,0.74606705,0.0009703555692976693,0.0091033870419452,t_Bmem-CD27
2032,SPAG1,3.3054156,1.8184431,0.0009795411110617173,0.00917202916198119,t_Bmem-CD27
2033,NOL9,3.3045242,1.0925485,0.0009761469989210496,0.009147974390142194,t_Bmem-CD27
2034,IRF1,3.303134,0.44429034,0.0009793182927220615,0.00917202916198119,t_Bmem-CD27
2035,DEPDC5,3.3026927,1.1987691,0.0009827904282141138,0.009198569930262366,t_Bmem-CD27
2036,CHMP1A,3.3023012,0.9001918,0.0009840557051655205,0.009206526223896661,t_Bmem-CD27
2037,RALGPS1,3.3021238,1.7516654,0.000988448753853626,0.009232044742711226,t_Bmem-CD27
2038,RAPGEF1,3.301137,0.8377421,0.0009868711604875935,0.009228972687259137,t_Bmem-CD27
2039,TGIF2,3.3009892,0.78923404,0.0009875939234996222,0.009231838139020709,t_Bmem-CD27
2040,SLC38A1,3.300587,0.57833785,0.0009883334761796852,0.009232044742711226,t_Bmem-CD27
2041,TNRC18,3.3004358,1.8770139,0.0009953614077636353,0.009280970771380608,t_Bmem-CD27
2042,KLHL24,3.300103,0.7378675,0.0009901920003100668,0.009244432514894785,t_Bmem-CD27
2043,TM9SF3,3.2994013,0.8831581,0.0009934402901395061,0.009266954797334147,t_Bmem-CD27
2044,C2CD5,3.2990394,1.3367351,0.0009972882045287063,0.009295027893659102,t_Bmem-CD27
2045,MCU,3.2982302,1.7444482,0.0010019969688598474,0.00931932835173213,t_Bmem-CD27
2046,CPSF7,3.2980282,0.87285113,0.000997864472350703,0.009296491153542915,t_Bmem-CD27
2047,ANKRD17,3.297949,0.8366309,0.0009987458486687356,0.009300794499173405,t_Bmem-CD27
2048,REX1BD,3.2969742,0.54295576,0.0010009588632913765,0.009316841966969873,t_Bmem-CD27
2049,USP16,3.2968984,0.5718929,0.001001309448757011,0.009316841966969873,t_Bmem-CD27
2050,SLC45A4,3.2968085,3.7480376,0.001018958045634414,0.009449333645274722,t_Bmem-CD27
2051,BRWD1,3.2966883,0.7619709,0.0010024797171981716,0.00931990891800212,t_Bmem-CD27
2052,IQCN,3.2962558,2.7520797,0.0010156589785819054,0.009434523054921068,t_Bmem-CD27
2053,PGGT1B,3.2946281,1.0022883,0.0010116387824713733,0.00940111765454223,t_Bmem-CD27
2054,ACTR1B,3.2930896,0.97097033,0.001016230735700008,0.009435881115023567,t_Bmem-CD27
2055,SEC63,3.292717,0.8682359,0.001016911961914388,0.009438254052544046,t_Bmem-CD27
2056,HLA-DQA1,3.292344,0.24255328,0.0010177620519918956,0.00944219162293569,t_Bmem-CD27
2057,CCDC6,3.2911522,0.9315805,0.0010227293504923918,0.009476380229196741,t_Bmem-CD27
2058,EEF2K,3.290929,1.5049025,0.001026777387153787,0.00950991437149579,t_Bmem-CD27
2059,LMTK2,3.2900102,1.9769381,0.0010320323086522936,0.009550606168508892,t_Bmem-CD27
2060,FAM160B2,3.288302,1.6986359,0.0010378336632396782,0.009588285756255577,t_Bmem-CD27
2061,RBM19,3.288289,1.2242162,0.001034885192074924,0.009573011833073545,t_Bmem-CD27
2062,AF117829.1,3.287806,1.1999508,0.0010359744256298194,0.009579091300871555,t_Bmem-CD27
2063,FGD5-AS1,3.2869594,0.91980666,0.0010376466763265004,0.009588285756255577,t_Bmem-CD27
2064,KMT2D,3.286886,1.3271343,0.0010412258393955073,0.009615618715916945,t_Bmem-CD27
2065,NBAS,3.2854486,1.2044362,0.0010452600488232416,0.009648855563096477,t_Bmem-CD27
2066,NDRG1,3.2845762,1.4313717,0.0010484230964061965,0.009670002211570132,t_Bmem-CD27
2067,SNX10,3.2842295,0.58747226,0.0010471055436827841,0.009661869005442518,t_Bmem-CD27
2068,SHLD2,3.2838418,1.4628148,0.0010525414752154134,0.009703950989584766,t_Bmem-CD27
2069,RAB39A,3.2830427,3.127432,0.0010610158712899226,0.00976930794920155,t_Bmem-CD27
2070,TRAK2,3.2819383,1.2373165,0.0010586263190788237,0.009751940744883572,t_Bmem-CD27
2071,TERF2IP,3.2817607,0.4978421,0.001056066260849803,0.00973240116451483,t_Bmem-CD27
2072,EHMT2,3.2810323,1.1054801,0.0010613928133146862,0.00976930794920155,t_Bmem-CD27
2073,SLC35D1,3.2808638,1.3651618,0.001062037705992587,0.009771187574677855,t_Bmem-CD27
2074,ALDH5A1,3.2807703,1.8775566,0.0010653373218654275,0.00979748006541772,t_Bmem-CD27
2075,LNPK,3.2784925,1.8282281,0.0010750062857317487,0.009872946132822729,t_Bmem-CD27
2076,BCL9L,3.2778358,1.0924273,0.0010737395996764793,0.009866567817499616,t_Bmem-CD27
2077,SUPT16H,3.2775452,0.7704627,0.0010722884865756671,0.009857318662040742,t_Bmem-CD27
2078,CSNK1D,3.2766356,0.5305228,0.001075324264229779,0.009872946132822729,t_Bmem-CD27
2079,ZNF107,3.275609,0.7362045,0.0010797090378133034,0.009905001446187164,t_Bmem-CD27
2081,LMO4,3.2728455,0.6942414,0.0010904272200561451,0.009999190550167455,t_Bmem-CD27
21836,CCRL2,-3.2781744,-2.036971,0.0010784496956681554,0.009897543502504144,t_Bmem-CD27
21837,SLC25A19,-3.292146,-0.78941745,0.0010200172168970177,0.009455201400609355,t_Bmem-CD27
21838,DIRAS1,-3.2928333,-2.4923234,0.001027324002579365,0.009511004220957102,t_Bmem-CD27
21839,BIRC5,-3.3035889,-3.0990915,0.0009924129451047083,0.009261267774329418,t_Bmem-CD27
21840,MKI67,-3.3122892,-2.6962762,0.0009604151655082882,0.009042584061492685,t_Bmem-CD27
21841,TUBB6,-3.3166735,-1.182428,0.0009372226687522169,0.008861849993280557,t_Bmem-CD27
21842,ANAPC11,-3.320694,-0.56983167,0.0009210417117404993,0.008738664045537907,t_Bmem-CD27
21843,OAZ1,-3.3286514,-0.29646295,0.0008945129375966651,0.008538112511980566,t_Bmem-CD27
21844,EEF1A1,-3.329736,-0.13734844,0.0008910369027214501,0.008519603813731225,t_Bmem-CD27
21845,RPS17,-3.3337111,-0.38535872,0.0008787737692553592,0.008416868589934807,t_Bmem-CD27
21846,TNFSF10,-3.3397586,-0.83038545,0.0008623699399068415,0.008281216404311129,t_Bmem-CD27
21847,LAP3,-3.3401563,-0.62629676,0.0008595707769563554,0.00826149234393293,t_Bmem-CD27
21848,PAIP2,-3.3419943,-0.5286099,0.000853650602724511,0.00821884273304845,t_Bmem-CD27
21849,DNASE2,-3.3510833,-0.86494726,0.0008277524733485896,0.008046192371841492,t_Bmem-CD27
21850,FOSL2,-3.3540199,-0.8402812,0.0008179929504979673,0.00796196562396463,t_Bmem-CD27
21851,GMPR,-3.3600264,-2.8552053,0.0008121602257548056,0.007915617004686288,t_Bmem-CD27
21852,BEX2,-3.364604,-0.9409584,0.0007888919727649286,0.007712566892467708,t_Bmem-CD27
21853,OCIAD2,-3.375176,-0.6119809,0.0007579361483613749,0.00747918033716812,t_Bmem-CD27
21854,RPS11,-3.3978567,-0.2934573,0.0006975523758882091,0.006973322286099756,t_Bmem-CD27
21855,BCL2A1,-3.4005158,-0.5068153,0.0006908132518391721,0.006915305748546258,t_Bmem-CD27
21856,SEC61B,-3.4058475,-0.46203598,0.0006778784243772772,0.006819690700416228,t_Bmem-CD27
21857,CENPA,-3.4096005,-23.80417,0.0006864352488094491,0.006886415783124567,t_Bmem-CD27
21858,SNRNP25,-3.4136746,-0.8593258,0.0006598407353125939,0.0066776123341333385,t_Bmem-CD27
21859,IGKV1-39,-3.4266672,-0.81142634,0.000629125239507547,0.006404772238567878,t_Bmem-CD27
21860,RUBCNL,-3.4304845,-0.5351229,0.000620042838562704,0.006329746712454344,t_Bmem-CD27
21861,EMC6,-3.43267,-0.75263464,0.000615826302078233,0.006289597695062487,t_Bmem-CD27
21862,CDCA3,-3.4495258,-24.098274,0.0005939204553755298,0.0061109040635924,t_Bmem-CD27
21863,FAM96B,-3.4574647,-0.5154721,0.00056148901666012,0.005831333005341845,t_Bmem-CD27
21864,NDUFAF3,-3.4682791,-0.60601366,0.0005396685726296729,0.005644373236281952,t_Bmem-CD27
21865,NDUFA1,-3.4690697,-0.4767355,0.000537864313301351,0.005630322150975395,t_Bmem-CD27
21866,UQCRQ,-3.4925673,-0.5820113,0.0004932023322767891,0.0052199404838058445,t_Bmem-CD27
21867,SNRPG,-3.5002482,-0.4502606,0.00047900196532632035,0.0050890802957261625,t_Bmem-CD27
21868,APRT,-3.5109367,-0.49875298,0.000460356755867935,0.004914043976626657,t_Bmem-CD27
21869,COX6A1,-3.5120037,-0.4001535,0.0004584788464037862,0.004901567724836621,t_Bmem-CD27
21870,CXCL16,-3.5140119,-1.2659072,0.00045785568314577976,0.0048972667932423415,t_Bmem-CD27
21871,OAS3,-3.5185194,-1.0478351,0.00044877450810939357,0.004818729863588176,t_Bmem-CD27
21872,OAS1,-3.5332062,-0.6322663,0.00042392153609973953,0.0045896544042673465,t_Bmem-CD27
21873,PCTP,-3.5468302,-2.5346518,0.000410265359570202,0.0044614094250858705,t_Bmem-CD27
21874,JUND,-3.5502522,-0.4566796,0.0003972919456507116,0.0043588096540886825,t_Bmem-CD27
21875,SUMO2,-3.5538156,-0.39025143,0.00039193435375580257,0.004313645026015316,t_Bmem-CD27
21876,AURKB,-3.5611873,-4.1775093,0.00039112217080374266,0.004308172823264474,t_Bmem-CD27
21877,ERH,-3.5618134,-0.51438695,0.00038052782164866477,0.004206103384554259,t_Bmem-CD27
21878,NDUFA13,-3.572363,-0.5608426,0.00036570851079231065,0.0040645888770916815,t_Bmem-CD27
21879,DLGAP5,-3.575323,-24.027643,0.00037290001374934255,0.004140366552260477,t_Bmem-CD27
21880,ZNF593,-3.577594,-0.7562953,0.00035896763357104304,0.003997684248704539,t_Bmem-CD27
21881,C16orf74,-3.5848732,-1.3448538,0.00035110805531716533,0.003914086933407494,t_Bmem-CD27
21882,OSTC,-3.5971632,-0.69303936,0.0003330354855955353,0.003741337294864183,t_Bmem-CD27
21883,TNFSF13B,-3.6000912,-1.4793494,0.00033050709965283856,0.00372003238527688,t_Bmem-CD27
21884,BEX4,-3.6056008,-1.3056967,0.00032417621873186944,0.0036654560417856913,t_Bmem-CD27
21885,CDC37,-3.6058853,-0.47543788,0.00032200020268327985,0.003646430282990993,t_Bmem-CD27
21886,CYB5A,-3.6059957,-0.9034785,0.0003230346059340645,0.003654411386416333,t_Bmem-CD27
21887,POLE4,-3.6099916,-0.7021995,0.000317243807767201,0.003596240771790464,t_Bmem-CD27
21888,IGHV3-30,-3.616441,-0.9641323,0.0003100187512812362,0.0035269603756587224,t_Bmem-CD27
21889,CMPK2,-3.6233647,-1.1271765,0.00030187683510532015,0.0034449382731807842,t_Bmem-CD27
21890,PDE4B,-3.6274517,-0.47689983,0.0002961321924090067,0.0033951081190718227,t_Bmem-CD27
21891,CDC20,-3.630835,-4.0920463,0.0003002863460806371,0.003428552601259509,t_Bmem-CD27
21892,ASPM,-3.639712,-24.598158,0.00029225159994549464,0.003359302605283283,t_Bmem-CD27
21893,SERP1,-3.6550958,-0.3741322,0.0002662861225796583,0.003096152174073814,t_Bmem-CD27
21894,SUPT4H1,-3.6596525,-0.6178571,0.0002619355368777687,0.003053573427545092,t_Bmem-CD27
21895,SPOCK2,-3.66212,-0.9234865,0.0002602445791720263,0.003037054238937547,t_Bmem-CD27
21896,MRPL33,-3.6807053,-0.71929735,0.00024174064074450433,0.0028541614628476543,t_Bmem-CD27
21897,PSMB10,-3.710633,-0.5357386,0.00021470160391443525,0.0025731211261698123,t_Bmem-CD27
21898,SRP14,-3.717405,-0.394925,0.00020897921098217767,0.0025125346130228806,t_Bmem-CD27
21899,MND1,-3.7197015,-23.484463,0.00021480391487576432,0.0025731211261698123,t_Bmem-CD27
21900,KIFC1,-3.7210557,-2.2012177,0.00020874764227204993,0.0025114278199121886,t_Bmem-CD27
21901,ZDBF2,-3.7232885,-1.3046393,0.00020541398012354032,0.0024766961290262424,t_Bmem-CD27
21902,CXorf40B,-3.7352762,-1.0769305,0.0001955345298006994,0.0023753990063868,t_Bmem-CD27
21903,POLR2J,-3.740421,-0.730145,0.0001913435666429437,0.0023285734924116306,t_Bmem-CD27
21904,RPS18,-3.7493198,-0.23311237,0.0001843338808244128,0.0022556485317437665,t_Bmem-CD27
21905,CARHSP1,-3.7494829,-0.84423614,0.0001847456326733433,0.0022594401066001325,t_Bmem-CD27
21906,CLEC2B,-3.752508,-0.79171824,0.00018258509657758745,0.0022367178709474292,t_Bmem-CD27
21907,SDCBP,-3.7572372,-0.57312113,0.00017873812152193928,0.002196873818462284,t_Bmem-CD27
21908,NT5C3A,-3.766339,-0.64461744,0.00017257822918940755,0.002128240865304079,t_Bmem-CD27
21909,ATP5MC3,-3.7709255,-0.5508075,0.0001693616334229325,0.0020967367380718494,t_Bmem-CD27
21910,EDF1,-3.7714949,-0.45909524,0.00016888766048210257,0.0020943770111127853,t_Bmem-CD27
21911,MIB2,-3.7760875,-1.6522036,0.00016811349862031757,0.002090281964853803,t_Bmem-CD27
21912,IMP3,-3.7767358,-0.8082833,0.00016591358914356207,0.0020690674983578185,t_Bmem-CD27
21913,CD37,-3.780981,-0.24498682,0.00016253556615945225,0.002037253311731789,t_Bmem-CD27
21914,DCXR,-3.7940223,-0.6728668,0.00015466231269385767,0.0019506982135158737,t_Bmem-CD27
21915,GUK1,-3.7966056,-0.51496255,0.00015288827686847365,0.001930519227223614,t_Bmem-CD27
21916,HGSNAT,-3.839309,-1.6502916,0.00013049181240663694,0.001678303339032692,t_Bmem-CD27
21917,BACH2,-3.8397946,-1.0187787,0.00012928852223582766,0.001664758654782234,t_Bmem-CD27
21918,BTF3,-3.8582182,-0.3527868,0.00011923191618988222,0.001548757631914621,t_Bmem-CD27
21919,NDUFC1,-3.8644278,-0.8278632,0.00011665132104179595,0.001518796090111416,t_Bmem-CD27
21920,NXT1,-3.892398,-0.70600253,0.00010400994036742844,0.001377810518700145,t_Bmem-CD27
21921,MT-ND3,-3.9110448,-0.24365252,9.612844388127295e-05,0.0012840096302285933,t_Bmem-CD27
21922,RPS2,-3.9193575,-0.22758055,9.291941591178996e-05,0.0012433930048353161,t_Bmem-CD27
21923,PHF11,-3.9273434,-0.69526565,9.007389682574904e-05,0.0012096962533720977,t_Bmem-CD27
