"","from","to","source","database"
"1","IL6","SH3GL2","omnipath_directional","omnipath"
"2","IL6","SH3GL2","vinayagam_ppi","vinayagam"
"3","TGFB1","PIK3R1","omnipath_directional","omnipath"
"4","IL4","IL4R","omnipath_directional","omnipath"
"5","IL4","IL4R","evex_regulation_binding","evex_signaling"
"6","IL4","IL4R","evex_phosphorylation","evex_signaling"
"7","IL4","IL4R","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"8","IL4","IL4R","vinayagam_ppi","vinayagam"
"9","BMP4","BMPR2","omnipath_directional","omnipath"
"10","BMP4","BMPR2","vinayagam_ppi","vinayagam"
"11","TGFB1","RUNX2","omnipath_directional","omnipath"
"12","IL4","IL13RA1","omnipath_directional","omnipath"
"13","TGFB1","TGFBR2","omnipath_directional","omnipath"
"14","TGFB1","TGFBR2","evex_regulation_binding","evex_signaling"
"15","TGFB1","TGFBR2","vinayagam_ppi","vinayagam"
"16","TGFB1","TGFBR1","omnipath_directional","omnipath"
"17","TGFB1","TGFBR1","evex_regulation_binding","evex_signaling"
"18","TGFB1","TGFBR1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"19","TGFB1","TGFBR1","vinayagam_ppi","vinayagam"
"20","TGFB1","PAX8","omnipath_directional","omnipath"
"21","TGFB1","PPP2R2A","omnipath_directional","omnipath"
"22","IL4","IL2RG","omnipath_directional","omnipath"
"23","IL4","IL2RG","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"24","IL4","IL2RG","vinayagam_ppi","vinayagam"
"25","NODAL","ACVR1B","omnipath_directional","omnipath"
"26","NODAL","ACVR1B","evex_regulation_other","evex_signaling"
"27","NODAL","ACVR1B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"28","NODAL","ACVR1C","omnipath_directional","omnipath"
"29","NODAL","ACVR1C","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"30","IL4","ADRA2A","evex_regulation_other","evex_signaling"
"31","TGFB1","AGTRAP","evex_regulation_other","evex_signaling"
"32","BMP4","AKT1","evex_phosphorylation","evex_signaling"
"33","BMP4","AKT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"34","IL4","ASS1","evex_regulation_other","evex_signaling"
"35","IL6","BCL6","evex_regulation_other","evex_signaling"
"36","IL6","PRDM1","evex_regulation_other","evex_signaling"
"37","IL4","CIITA","evex_regulation_other","evex_signaling"
"38","BMP4","CASP2","evex_regulation_other","evex_signaling"
"39","IL4","CASP3","evex_regulation_other","evex_signaling"
"40","IL4","CASP3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"41","BMP4","CASP8","evex_regulation_other","evex_signaling"
"42","BMP4","CASP8","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"43","BMP4","CASP9","evex_regulation_other","evex_signaling"
"44","TGFB1","CTNND1","evex_phosphorylation","evex_signaling"
"45","TGFB1","CTNND1","evex_regulation_other","evex_signaling"
"46","BMP4","CCND1","evex_regulation_other","evex_signaling"
"47","BMP4","CCND1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"48","IL4","CD22","evex_regulation_other","evex_signaling"
"49","IL4","CD36","evex_regulation_other","evex_signaling"
"50","IL4","CD69","evex_regulation_other","evex_signaling"
"51","TGFB1","CD79A","evex_regulation_other","evex_signaling"
"52","IL4","CD80","evex_regulation_other","evex_signaling"
"53","TGFB1","CDH9","evex_regulation_other","evex_signaling"
"54","TGFB1","CDK2","evex_regulation_binding","evex_signaling"
"55","TGFB1","CDK2","evex_phosphorylation","evex_signaling"
"56","TGFB1","CDK2","evex_regulation_other","evex_signaling"
"57","TGFB1","CDK2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"58","TGFB1","CDKN1A","evex_regulation_binding","evex_signaling"
"59","TGFB1","CDKN1A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"60","TGFB1","CDKN1B","evex_regulation_binding","evex_signaling"
"61","TGFB1","CDKN1B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"62","IL4","SOCS3","evex_regulation_other","evex_signaling"
"63","IL4","CLDN1","evex_regulation_other","evex_signaling"
"64","TGFB1","CLDN3","evex_regulation_other","evex_signaling"
"65","IL4","CXCR3","evex_regulation_other","evex_signaling"
"66","IL4","CXCR3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"67","IL4","CCR5","evex_regulation_other","evex_signaling"
"68","TGFB1","CREB1","evex_phosphorylation","evex_signaling"
"69","TGFB1","CRK","evex_regulation_other","evex_signaling"
"70","TGFB1","CSNK2A2","evex_regulation_other","evex_signaling"
"71","BMP4","CYBB","evex_regulation_other","evex_signaling"
"72","TGFB1","GADD45A","evex_regulation_other","evex_signaling"
"73","TGFB1","DLX5","evex_regulation_other","evex_signaling"
"74","IL4","DOK2","evex_phosphorylation","evex_signaling"
"75","TGFB1","EIF2AK3","evex_regulation_other","evex_signaling"
"76","TGFB1","ELN","evex_regulation_other","evex_signaling"
"77","IL6","EPHB2","evex_phosphorylation","evex_signaling"
"78","IL4","FCER1G","evex_regulation_other","evex_signaling"
"79","IL6","FCER2","evex_regulation_other","evex_signaling"
"80","TGFB1","FOS","evex_regulation_other","evex_signaling"
"81","TGFB1","FOS","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"82","TGFB1","FXR1","evex_regulation_other","evex_signaling"
"83","TGFB1","GFAP","evex_regulation_other","evex_signaling"
"84","IL4","HAND1","evex_regulation_other","evex_signaling"
"85","IL4","HMGA1","evex_phosphorylation","evex_signaling"
"86","IL4","IGHM","evex_regulation_other","evex_signaling"
"87","TGFB1","IGHM","evex_regulation_other","evex_signaling"
"88","IL4","IL7R","evex_regulation_other","evex_signaling"
"89","TGFB1","ILK","evex_regulation_other","evex_signaling"
"90","TGFB1","ILK","evex_phosphorylation","evex_signaling"
"91","IL4","IRS1","evex_phosphorylation","evex_signaling"
"92","IL4","IRS1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"93","BMP4","ITGB1BP1","evex_regulation_other","evex_signaling"
"94","TGFB1","ITGB5","evex_regulation_binding","evex_signaling"
"95","TGFB1","ITK","evex_regulation_other","evex_signaling"
"96","IL6","JAK1","evex_regulation_other","evex_signaling"
"97","IL6","JAK1","evex_phosphorylation","evex_signaling"
"98","IL6","JAK1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"99","IL6","JAK2","evex_phosphorylation","evex_signaling"
"100","IL6","JAK2","evex_regulation_other","evex_signaling"
"101","IL6","JAK2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"102","IL4","JAK3","evex_phosphorylation","evex_signaling"
"103","IL4","JAK3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"104","TGFB1","LAMA5","evex_regulation_other","evex_signaling"
"105","IL4","LTC4S","evex_regulation_other","evex_signaling"
"106","BMP4","SMAD1","evex_phosphorylation","evex_signaling"
"107","BMP4","SMAD1","evex_regulation_other","evex_signaling"
"108","BMP4","SMAD1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"109","IL4","SMAD2","evex_phosphorylation","evex_signaling"
"110","TGFB1","SMAD4","evex_regulation_other","evex_signaling"
"111","TGFB1","SMAD4","evex_regulation_binding","evex_signaling"
"112","TGFB1","SMAD4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"113","BMP4","SMAD5","evex_phosphorylation","evex_signaling"
"114","BMP4","SMAD5","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"115","BMP4","SMAD5","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"116","BMP4","MKNK1","evex_phosphorylation","evex_signaling"
"117","TGFB1","MKNK1","evex_phosphorylation","evex_signaling"
"118","IL6","MKNK1","evex_regulation_other","evex_signaling"
"119","IL4","MRC1","evex_regulation_other","evex_signaling"
"120","IL4","MUC5AC","evex_regulation_other","evex_signaling"
"121","TGFB1","GADD45B","evex_regulation_other","evex_signaling"
"122","TGFB1","GADD45B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"123","IL4","NFATC2","evex_regulation_other","evex_signaling"
"124","IL6","NFKBIA","evex_regulation_other","evex_signaling"
"125","IL6","NFKBIA","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"126","BMP4","NKX2-5","evex_regulation_other","evex_signaling"
"127","TGFB1","ODC1","evex_regulation_other","evex_signaling"
"128","TGFB1","ODC1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"129","IL6","PAH","evex_regulation_other","evex_signaling"
"130","IL6","POU3F1","evex_regulation_other","evex_signaling"
"131","IL6","POU5F1","evex_regulation_other","evex_signaling"
"132","TGFB1","PPP3CC","evex_regulation_other","evex_signaling"
"133","IL6","PTPN1","evex_regulation_other","evex_signaling"
"134","IL4","PTPRC","evex_regulation_other","evex_signaling"
"135","BMP4","RAB33A","evex_regulation_other","evex_signaling"
"136","IL6","RAG1","evex_regulation_other","evex_signaling"
"137","IL4","RAG1","evex_regulation_other","evex_signaling"
"138","TGFB1","FOXP3","evex_regulation_other","evex_signaling"
"139","TGFB1","FOXP3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"140","IL4","FOXP3","evex_regulation_other","evex_signaling"
"141","IL6","SFTPA1","evex_regulation_other","evex_signaling"
"142","IL6","STAT1","evex_regulation_other","evex_signaling"
"143","IL6","STAT1","evex_phosphorylation","evex_signaling"
"144","IL6","STAT1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"145","IL6","STAT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"146","TGFB1","STAT1","evex_regulation_other","evex_signaling"
"147","TGFB1","STAT1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"148","IL4","STAT1","evex_regulation_other","evex_signaling"
"149","IL4","STAT1","evex_phosphorylation","evex_signaling"
"150","IL4","STAT6","evex_phosphorylation","evex_signaling"
"151","IL4","STAT6","evex_regulation_binding","evex_signaling"
"152","IL4","STAT6","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"153","IL4","STAT6","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"154","IL6","STK11","evex_phosphorylation","evex_signaling"
"155","TGFB1","TAGLN","evex_regulation_other","evex_signaling"
"156","TGFB1","TAGLN","evex_regulation_binding","evex_signaling"
"157","TGFB1","TPT1","evex_regulation_other","evex_signaling"
"158","TGFB1","TYRP1","evex_regulation_other","evex_signaling"
"159","TGFB1","UCP3","evex_regulation_other","evex_signaling"
"160","TGFB1","UCP3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"161","TGFB1","ZYX","evex_regulation_other","evex_signaling"
"162","IL6","MAP2K2","evex_phosphorylation","evex_signaling"
"163","IL6","MAP2K2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"164","TGFB1","MAP2K3","evex_phosphorylation","evex_signaling"
"165","TGFB1","MAP3K7","evex_phosphorylation","evex_signaling"
"166","TGFB1","MAP3K7","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"167","TGFB1","MAP3K7","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"168","TGFB1","MAPK1","evex_phosphorylation","evex_signaling"
"169","TGFB1","MAPK1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"170","TGFB1","MAPK1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"171","BMP4","MAPK1","evex_regulation_other","evex_signaling"
"172","BMP4","MAPK1","evex_phosphorylation","evex_signaling"
"173","TGFB1","MAPK10","evex_phosphorylation","evex_signaling"
"174","TGFB1","MAPK3","evex_phosphorylation","evex_signaling"
"175","TGFB1","MAPK3","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"176","TGFB1","MAPK3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"177","BMP4","MAPK3","evex_phosphorylation","evex_signaling"
"178","TGFB1","MAPK8","evex_regulation_other","evex_signaling"
"179","TGFB1","MAPK8","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"180","BMP4","MIXL1","evex_regulation_other","evex_signaling"
"181","TGFB1","SMTN","evex_regulation_other","evex_signaling"
"182","IL6","POSTN","evex_regulation_other","evex_signaling"
"183","IL4","BOK","evex_regulation_other","evex_signaling"
"184","TGFB1","ACTR1A","evex_regulation_other","evex_signaling"
"185","TGFB1","PLXNC1","evex_regulation_other","evex_signaling"
"186","IL6","TYK2","evex_phosphorylation","evex_signaling"
"187","BMP4","SMAD9","evex_phosphorylation","evex_signaling"
"188","BMP4","SMAD9","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"189","BMP4","SMAD9","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"190","TGFB1","FOXO3","evex_phosphorylation","evex_signaling"
"191","IL4","CD274","evex_regulation_other","evex_signaling"
"192","TGFB1","TAB1","evex_phosphorylation","evex_signaling"
"193","TGFB1","TAB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"194","IL4","SAMSN1","evex_regulation_other","evex_signaling"
"195","TGFB1","PRPF6","evex_regulation_other","evex_signaling"
"196","TGFB1","HSPB2","evex_regulation_other","evex_signaling"
"197","IL4","ALPK1","evex_regulation_other","evex_signaling"
"198","IL6","ZC3H6","evex_regulation_other","evex_signaling"
"199","IL6","ABO","evex_regulation_other","evex_signaling"
"200","IL4","TREM2","evex_regulation_other","evex_signaling"
"201","IL4","GOPC","evex_phosphorylation","evex_signaling"
"202","IL4","MTHFD1","evex_regulation_other","evex_signaling"
"203","IL6","TBC1D4","evex_phosphorylation","evex_signaling"
"204","BMP4","RARB","evex_regulation_other","evex_signaling"
"205","IL4","IRS2","evex_phosphorylation","evex_signaling"
"206","IL4","IRS2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"207","IL6","ZHX2","evex_phosphorylation","evex_signaling"
"208","IL6","SERPINA3","evex_regulation_binding","evex_signaling"
"209","IL6","SERPINA3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"210","TGFB1","ABL1","evex_regulation_other","evex_signaling"
"211","IL6","ACR","evex_regulation_other","evex_signaling"
"212","IL4","AKT1","evex_phosphorylation","evex_signaling"
"213","IL4","AKT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"214","TGFB1","ALPP","evex_regulation_other","evex_signaling"
"215","TGFB1","ALPP","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"216","TGFB1","ALPP","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"217","IL4","ARG1","evex_regulation_other","evex_signaling"
"218","TGFB1","RHOA","evex_phosphorylation","evex_signaling"
"219","TGFB1","ATF3","evex_regulation_other","evex_signaling"
"220","TGFB1","ATM","evex_regulation_other","evex_signaling"
"221","TGFB1","ATM","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"222","IL4","ALDH7A1","evex_regulation_other","evex_signaling"
"223","TGFB1","B2M","evex_regulation_other","evex_signaling"
"224","TGFB1","B2M","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"225","IL4","BAX","evex_regulation_other","evex_signaling"
"226","IL4","BAX","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"227","IL6","CFB","evex_regulation_other","evex_signaling"
"228","IL6","CFB","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"229","BMP4","BMPR1B","evex_regulation_other","evex_signaling"
"230","IL6","BMX","evex_regulation_other","evex_signaling"
"231","TGFB1","BRCA1","evex_regulation_other","evex_signaling"
"232","TGFB1","BRCA1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"233","TGFB1","BRCA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"234","TGFB1","BRCA2","evex_regulation_binding","evex_signaling"
"235","TGFB1","BRCA2","evex_regulation_other","evex_signaling"
"236","TGFB1","KLF5","evex_regulation_binding","evex_signaling"
"237","TGFB1","RUNX1","evex_regulation_other","evex_signaling"
"238","TGFB1","RUNX3","evex_regulation_other","evex_signaling"
"239","TGFB1","RUNX3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"240","TGFB1","RUNX3","pathwaycommons_controls_transport_of","pathwaycommons_signaling"
"241","TGFB1","CCND2","evex_regulation_other","evex_signaling"
"242","TGFB1","CD80","evex_regulation_other","evex_signaling"
"243","IL6","CD44","evex_regulation_other","evex_signaling"
"244","IL4","CD79A","evex_regulation_other","evex_signaling"
"245","IL4","CDA","evex_regulation_other","evex_signaling"
"246","TGFB1","CDH2","evex_regulation_other","evex_signaling"
"247","TGFB1","CDK4","evex_regulation_binding","evex_signaling"
"248","TGFB1","CDK4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"249","IL6","CDK9","evex_regulation_binding","evex_signaling"
"250","IL4","CDKN1A","evex_regulation_other","evex_signaling"
"251","TGFB1","CDKN1C","evex_regulation_other","evex_signaling"
"252","TGFB1","CDKN2B","evex_regulation_binding","evex_signaling"
"253","TGFB1","CEBPB","evex_regulation_other","evex_signaling"
"254","TGFB1","CEBPB","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"255","TGFB1","CHEK1","evex_regulation_other","evex_signaling"
"256","IL6","CHGA","evex_regulation_other","evex_signaling"
"257","IL6","CISH","evex_regulation_other","evex_signaling"
"258","IL4","CMA1","evex_regulation_other","evex_signaling"
"259","TGFB1","CCR3","evex_regulation_other","evex_signaling"
"260","TGFB1","CCR7","evex_regulation_other","evex_signaling"
"261","IL4","COL1A2","evex_regulation_other","evex_signaling"
"262","TGFB1","COL7A1","evex_regulation_other","evex_signaling"
"263","IL4","CREB1","evex_phosphorylation","evex_signaling"
"264","IL4","CREB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"265","TGFB1","CREBBP","evex_phosphorylation","evex_signaling"
"266","TGFB1","CREBBP","evex_regulation_binding","evex_signaling"
"267","TGFB1","CREBBP","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"268","TGFB1","CSF1R","evex_regulation_other","evex_signaling"
"269","IL6","CSF2RA","evex_regulation_other","evex_signaling"
"270","TGFB1","VCAN","evex_regulation_other","evex_signaling"
"271","TGFB1","VCAN","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"272","TGFB1","CST3","evex_regulation_other","evex_signaling"
"273","IL4","CTSV","evex_regulation_other","evex_signaling"
"274","IL4","CD55","evex_regulation_other","evex_signaling"
"275","IL6","DAPK3","evex_regulation_other","evex_signaling"
"276","TGFB1","DCN","evex_regulation_other","evex_signaling"
"277","TGFB1","DCN","vinayagam_ppi","vinayagam"
"278","TGFB1","DMP1","evex_regulation_other","evex_signaling"
"279","IL6","DNMT1","evex_regulation_other","evex_signaling"
"280","TGFB1","DNMT1","evex_regulation_other","evex_signaling"
"281","TGFB1","DNMT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"282","TGFB1","DPT","evex_regulation_other","evex_signaling"
"283","TGFB1","DPT","vinayagam_ppi","vinayagam"
"284","IL6","DUSP9","evex_regulation_other","evex_signaling"
"285","TGFB1","E2F4","evex_regulation_other","evex_signaling"
"286","TGFB1","E2F4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"287","TGFB1","EEF2","evex_regulation_other","evex_signaling"
"288","TGFB1","EIF4EBP1","evex_phosphorylation","evex_signaling"
"289","IL6","EIF4EBP1","evex_phosphorylation","evex_signaling"
"290","IL6","ELN","evex_regulation_other","evex_signaling"
"291","TGFB1","EPHB2","evex_phosphorylation","evex_signaling"
"292","IL4","EPHB2","evex_regulation_other","evex_signaling"
"293","TGFB1","ERBB2","evex_regulation_binding","evex_signaling"
"294","TGFB1","ETS2","evex_regulation_other","evex_signaling"
"295","IL4","FAAH","evex_regulation_other","evex_signaling"
"296","TGFB1","PTK2B","evex_phosphorylation","evex_signaling"
"297","TGFB1","PTK2B","evex_regulation_other","evex_signaling"
"298","TGFB1","FBLN1","evex_regulation_other","evex_signaling"
"299","IL4","FCER2","evex_regulation_other","evex_signaling"
"300","IL4","FCER2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"301","TGFB1","FCGR2A","evex_regulation_other","evex_signaling"
"302","TGFB1","FCGR3B","evex_regulation_other","evex_signaling"
"303","TGFB1","FCN2","evex_regulation_other","evex_signaling"
"304","IL4","FES","evex_phosphorylation","evex_signaling"
"305","IL4","FES","evex_regulation_binding","evex_signaling"
"306","IL4","FES","evex_regulation_other","evex_signaling"
"307","IL6","FGL1","evex_regulation_other","evex_signaling"
"308","IL6","FOXO3","evex_phosphorylation","evex_signaling"
"309","TGFB1","FLI1","evex_phosphorylation","evex_signaling"
"310","IL4","FLT1","evex_phosphorylation","evex_signaling"
"311","TGFB1","FMOD","evex_regulation_other","evex_signaling"
"312","IL6","FOS","evex_phosphorylation","evex_signaling"
"313","IL6","FOS","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"314","TGFB1","FOSB","evex_regulation_other","evex_signaling"
"315","IL4","FPR2","evex_regulation_other","evex_signaling"
"316","TGFB1","FUT7","evex_regulation_other","evex_signaling"
"317","TGFB1","XRCC6","evex_regulation_other","evex_signaling"
"318","IL6","GAB1","evex_phosphorylation","evex_signaling"
"319","IL6","GAB1","evex_catalysis","evex_signaling"
"320","IL6","GAB1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"321","IL6","GAB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"322","IL4","GATA1","evex_regulation_other","evex_signaling"
"323","TGFB1","GPX4","evex_regulation_other","evex_signaling"
"324","IL6","GRB2","evex_regulation_binding","evex_signaling"
"325","IL6","GRB2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"326","IL4","GRB2","evex_regulation_binding","evex_signaling"
"327","TGFB1","HDAC2","evex_regulation_binding","evex_signaling"
"328","TGFB1","HNF4A","evex_regulation_other","evex_signaling"
"329","TGFB1","HNF4A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"330","TGFB1","HNRNPAB","evex_regulation_other","evex_signaling"
"331","TGFB1","HSPA1A","evex_regulation_other","evex_signaling"
"332","IL4","IFI27","evex_regulation_other","evex_signaling"
"333","IL6","IGF1R","evex_phosphorylation","evex_signaling"
"334","IL6","IGF1R","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"335","TGFB1","IGFBP3","evex_regulation_other","evex_signaling"
"336","TGFB1","IGFBP3","evex_regulation_binding","evex_signaling"
"337","TGFB1","IGFBP3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"338","TGFB1","IGFBP7","evex_regulation_other","evex_signaling"
"339","IL4","IGHE","evex_regulation_other","evex_signaling"
"340","TGFB1","IGHE","evex_regulation_other","evex_signaling"
"341","IL4","IGSF1","evex_regulation_other","evex_signaling"
"342","IL4","IL1R1","evex_regulation_other","evex_signaling"
"343","IL4","IL2RA","evex_regulation_other","evex_signaling"
"344","IL6","IL2RA","evex_regulation_other","evex_signaling"
"345","IL6","IL3RA","evex_regulation_other","evex_signaling"
"346","IL6","IDO1","evex_regulation_other","evex_signaling"
"347","IL6","IDO1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"348","TGFB1","INPP4A","evex_regulation_other","evex_signaling"
"349","IL4","INPP4A","evex_regulation_other","evex_signaling"
"350","IL4","INPP5D","evex_phosphorylation","evex_signaling"
"351","IL4","INPP5D","evex_regulation_other","evex_signaling"
"352","TGFB1","ITGA6","evex_regulation_other","evex_signaling"
"353","TGFB1","ITGAV","evex_regulation_other","evex_signaling"
"354","IL4","ITGB2","evex_regulation_other","evex_signaling"
"355","BMP4","ITK","evex_regulation_other","evex_signaling"
"356","IL4","JAK1","evex_phosphorylation","evex_signaling"
"357","IL4","JAK1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"358","IL4","JAK2","evex_regulation_other","evex_signaling"
"359","IL4","JAK2","evex_phosphorylation","evex_signaling"
"360","IL4","JAK2","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"361","IL4","JAK2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"362","TGFB1","KRT14","evex_regulation_other","evex_signaling"
"363","TGFB1","KRT15","evex_regulation_other","evex_signaling"
"364","IL6","LBR","evex_regulation_other","evex_signaling"
"365","IL4","LCK","evex_regulation_other","evex_signaling"
"366","TGFB1","LIMK2","evex_phosphorylation","evex_signaling"
"367","TGFB1","LIMS1","evex_regulation_other","evex_signaling"
"368","IL6","LOX","evex_regulation_other","evex_signaling"
"369","IL4","LTK","evex_phosphorylation","evex_signaling"
"370","TGFB1","SMAD1","evex_phosphorylation","evex_signaling"
"371","TGFB1","SMAD1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"372","TGFB1","SMAD1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"373","BMP4","SMAD6","evex_regulation_other","evex_signaling"
"374","IL4","MAOA","evex_regulation_other","evex_signaling"
"375","TGFB1","MECP2","evex_regulation_other","evex_signaling"
"376","TGFB1","MEF2A","evex_regulation_other","evex_signaling"
"377","TGFB1","MEF2C","evex_regulation_binding","evex_signaling"
"378","TGFB1","MAP3K4","evex_regulation_other","evex_signaling"
"379","IL4","MET","evex_phosphorylation","evex_signaling"
"380","IL4","MET","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"381","TGFB1","MITF","evex_regulation_other","evex_signaling"
"382","TGFB1","FOXO4","evex_regulation_other","evex_signaling"
"383","IL4","MME","evex_regulation_other","evex_signaling"
"384","IL4","MMP1","evex_regulation_other","evex_signaling"
"385","IL6","MMP1","evex_regulation_other","evex_signaling"
"386","IL6","MMP2","evex_regulation_other","evex_signaling"
"387","IL6","MMP2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"388","BMP4","MMP2","evex_regulation_other","evex_signaling"
"389","BMP4","MMP2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"390","TGFB1","MMP11","evex_regulation_other","evex_signaling"
"391","TGFB1","MYO1B","evex_phosphorylation","evex_signaling"
"392","TGFB1","MSH2","evex_regulation_other","evex_signaling"
"393","TGFB1","MSMB","evex_phosphorylation","evex_signaling"
"394","TGFB1","COX1","evex_regulation_other","evex_signaling"
"395","IL4","COX2","evex_regulation_other","evex_signaling"
"396","IL6","MUC1","evex_regulation_other","evex_signaling"
"397","TGFB1","MUC4","evex_regulation_other","evex_signaling"
"398","IL4","MUC4","evex_regulation_other","evex_signaling"
"399","TGFB1","MYD88","evex_regulation_other","evex_signaling"
"400","TGFB1","MYD88","evex_catalysis","evex_signaling"
"401","TGFB1","MYOC","evex_regulation_other","evex_signaling"
"402","TGFB1","MYOG","evex_regulation_other","evex_signaling"
"403","TGFB1","NEDD9","evex_regulation_other","evex_signaling"
"404","IL6","NFKB2","evex_regulation_binding","evex_signaling"
"405","IL6","NFKB2","evex_phosphorylation","evex_signaling"
"406","TGFB1","NFKBIA","evex_phosphorylation","evex_signaling"
"407","TGFB1","NFKBIA","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"408","TGFB1","NME2","evex_regulation_other","evex_signaling"
"409","TGFB1","OLR1","evex_regulation_other","evex_signaling"
"410","TGFB1","P4HB","evex_regulation_binding","evex_signaling"
"411","TGFB1","P4HB","evex_regulation_other","evex_signaling"
"412","TGFB1","P4HB","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"413","IL4","P4HB","evex_regulation_other","evex_signaling"
"414","TGFB1","PRDX1","evex_regulation_other","evex_signaling"
"415","TGFB1","PRDX1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"416","TGFB1","PAK2","evex_regulation_other","evex_signaling"
"417","TGFB1","PAX6","evex_regulation_other","evex_signaling"
"418","TGFB1","PCSK1","evex_regulation_other","evex_signaling"
"419","TGFB1","PDGFRB","evex_regulation_other","evex_signaling"
