"","from","to","source","database"
"6273","VN1R5","ILKAP","cpdb_complex","cpdb"
"6274","PPP2CA","POLR1B","inweb_inbio_interaction","inweb_inbiomap"
"6275","SORBS3","VCL","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6276","RTP5","OR10A2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6277","WDR6","CBARP","cpdb_complex","cpdb"
"6278","WDR3","APEX1","cpdb_complex","cpdb"
"6279","EIF4A3","RPS2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6280","PROC","KIT","cpdb_interaction","cpdb"
"6281","XRN2","G3BP2","cpdb_complex","cpdb"
"6282","TH","EIF4E","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6283","EAF1","TFPT","evex_binding","evex_signaling"
"6284","REEP6","OR5B3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6285","CHD8","NDEL1","cpdb_complex","cpdb"
"6286","ATP6V1B1","CNIH4","inweb_inbio_interaction","inweb_inbiomap"
"6287","WDR83","EIF3D","cpdb_complex","cpdb"
"6288","GSK3B","YAP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6289","WDR82","SND1","cpdb_complex","cpdb"
"6290","APOE","CACNA2D4","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6291","SMARCA4","CDH1","inweb_inbio_interaction","inweb_inbiomap"
"6292","LAS1L","TFCP2","cpdb_complex","cpdb"
"6293","TUBB3","KATNA1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6294","CDC37","CAMK2G","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6295","IL11","TJP1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6296","ACOT8","UBC","inweb_inbio_interaction","inweb_inbiomap"
"6297","EIF3F","SRSF4","cpdb_complex","cpdb"
"6298","MCM2","CCND1","inweb_inbio_interaction","inweb_inbiomap"
"6299","FBXO7","SMURF2","inweb_inbio_pathway","inweb_inbiomap"
"6300","PIAS3","GFI1","omnipath_undirectional","omnipath"
"6301","PTPN6","IGLV3-1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6302","PM20D2","CEP128","inweb_inbio_interaction","inweb_inbiomap"
"6303","PPIE","HIST1H3D","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6304","AIMP1","EIF3C","cpdb_complex","cpdb"
"6305","SUMO3","RPN1","inweb_inbio_interaction","inweb_inbiomap"
"6306","PDCD5","TNIK","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6307","TBL2","SPTAN1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6308","PRKDC","PCNA","vinayagam_ppi","vinayagam"
"6309","MAP3K20","ELAVL1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6310","RFC4","CCT7","inweb_inbio_interaction","inweb_inbiomap"
"6311","CHEK1","ADD1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6312","SHKBP1","COPS5","inweb_inbio_interaction","inweb_inbiomap"
"6313","CHAT","ALPI","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6314","UBA1","HSDL2","cpdb_complex","cpdb"
"6315","SYVN1","HMOX1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6316","SUMF2","WDR34","cpdb_interaction","cpdb"
"6317","TGIF1","AXIN2","cpdb_interaction","cpdb"
"6318","RBM8A","RPL41","inweb_inbio_pathway","inweb_inbiomap"
"6319","ITSN1","ARHGAP30","inweb_inbio_interaction","inweb_inbiomap"
"6320","TMEM9","DSC2","cpdb_complex","cpdb"
"6321","PAK2","CSDE1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6322","PHB","FOS","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6323","SUMO2","KDM5C","inweb_inbio_interaction","inweb_inbiomap"
"6324","HNRNPL","PCBP2","vinayagam_ppi","vinayagam"
"6325","BYSL","HIST1H2AK","inweb_inbio_interaction","inweb_inbiomap"
"6326","CBS","HIST3H3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6327","GADD45B","PPARD","omnipath_undirectional","omnipath"
"6328","HSBP1","EIF2B2","inweb_inbio_interaction","inweb_inbiomap"
"6329","TAF6","CHD8","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6330","TSN","MYO5A","evex_binding","evex_signaling"
"6331","E2F3","TRIM23","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6332","TAS2R38","S1PR5","inweb_inbio_pathway","inweb_inbiomap"
"6333","POLR2E","ELOB","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6334","CXCL8","SHBG","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6335","PTPA","CAMK2G","evex_binding","evex_signaling"
"6336","INO80","RNF20","inweb_inbio_interaction","inweb_inbiomap"
"6337","GGCT","UBC","inweb_inbio_interaction","inweb_inbiomap"
"6338","MSR1","COLGALT2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6339","RPN2","GNB1L","cpdb_complex","cpdb"
"6340","CTSK","COL1A2","omnipath_undirectional","omnipath"
"6341","C9","C8G","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6342","TMEM30A","NETO2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6343","CGAS","NUMA1","cpdb_complex","cpdb"
"6344","KMT2E","HIST1H3A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6345","ICE2","TLN1","cpdb_complex","cpdb"
"6346","SNW1","RBM10","cpdb_complex","cpdb"
"6347","POLD1","ARF6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6348","SMNDC1","SNRPD2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6349","TCP10","PARD6B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6350","TNPO1","LRRK2","cpdb_complex","cpdb"
"6351","SOCS3","CSNK1E","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6352","ROR2","SCYL2","cpdb_complex","cpdb"
"6353","RACK1","PPID","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6354","SF3B3","LARP4","cpdb_complex","cpdb"
"6355","POLR2H","GTF2A2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6356","TUBB","KDELR1","inweb_inbio_interaction","inweb_inbiomap"
"6357","BUD13","RBM25","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6358","PACSIN2","TRIP10","inweb_inbio_pathway","inweb_inbiomap"
"6359","SF3B1","LETM1","cpdb_complex","cpdb"
"6360","PRKN","CASP8","omnipath_undirectional","omnipath"
"6361","CYP26B1","HIST1H4A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6362","CACYBP","SMARCD2","omnipath_undirectional","omnipath"
"6363","AQP5","ATP6V1G1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6364","HAUS8","AHI1","cpdb_complex","cpdb"
"6365","GSK3B","RELB","harmonizome_KEA","harmonizome"
"6366","PFN1","NEDD8","inweb_inbio_interaction","inweb_inbiomap"
"6367","TPM1","SH3GL1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6368","PSMG2","PSMD7","cpdb_interaction","cpdb"
"6369","PSEN1","PLXDC2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6370","RPL36A","SSR3","inweb_inbio_pathway","inweb_inbiomap"
"6371","CAD","TRAPPC11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6372","PRKCE","SCN9A","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6373","PTK2B","NOS3","evex_binding","evex_signaling"
"6374","HSPA1A","YEATS4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6375","MED16","GATA1","cpdb_complex","cpdb"
"6376","IGF1","MAPK14","evex_phosphorylation","evex_signaling"
"6377","EEF1A1","SEC13","inweb_inbio_interaction","inweb_inbiomap"
"6378","GSTP1","CRBN","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6379","SNRPC","HNRNPUL1","omnipath_undirectional","omnipath"
"6380","PSAP","USP4","inweb_inbio_interaction","inweb_inbiomap"
"6381","DCTN3","TUBB","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6382","CCL13","CD44","evex_binding","evex_signaling"
"6383","HAUS7","SPC25","cpdb_complex","cpdb"
"6384","TP53","PSMD5","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6385","NRTN","SLC1A3","evex_regulation_other","evex_signaling"
"6386","CENPA","CENPI","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6387","RIC1","RPL21","inweb_inbio_interaction","inweb_inbiomap"
"6388","CHST15","SLC35E1","inweb_inbio_interaction","inweb_inbiomap"
"6389","CCDC8","YWHAH","inweb_inbio_interaction","inweb_inbiomap"
"6390","LASP1","ZDHHC17","omnipath_undirectional","omnipath"
"6391","ACTR1A","TMEM67","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6392","IFT88","IFT20","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6393","SEPT2","OGT","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6394","APP","UTP11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6395","RBM8A","VIRMA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6396","CHRM2","S1PR2","inweb_inbio_pathway","inweb_inbiomap"
"6397","TRAF7","LCA5","inweb_inbio_interaction","inweb_inbiomap"
"6398","RSL24D1","PRR11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6399","GPM6A","SLC35B2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6400","NPM1","MTIF2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6401","BDNF","IGLV1-51","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6402","CYP1A2","SRD5A2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6403","CXCL12","GNB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6404","APOA5","SORL1","inweb_inbio_interaction","inweb_inbiomap"
"6405","GNB2","DAGLB","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6406","FLT1","STAT1","omnipath_undirectional","omnipath"
"6407","PRPF3","NNT","cpdb_interaction","cpdb"
"6408","RING1","BIRC2","inweb_inbio_interaction","inweb_inbiomap"
"6409","BPGM","ACSL3","inweb_inbio_interaction","inweb_inbiomap"
"6410","P2RY12","SSTR1","inweb_inbio_pathway","inweb_inbiomap"
"6411","TUBA4A","REEP5","inweb_inbio_interaction","inweb_inbiomap"
"6412","FBXW11","NFKBIB","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6413","ACTB","HSPA5","inweb_inbio_interaction","inweb_inbiomap"
"6414","PLCG1","EGFR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6415","DDX17","TOP1","cpdb_complex","cpdb"
"6416","CMC1","SRPK1","cpdb_complex","cpdb"
"6417","THNSL2","BCAT1","inweb_inbio_interaction","inweb_inbiomap"
"6418","EIF3C","MYL1","inweb_inbio_interaction","inweb_inbiomap"
"6419","RAB7A","ATP13A2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6420","SP1","EGR1","omnipath_undirectional","omnipath"
"6421","MRPS26","MRPL55","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6422","ISG15","EIF4A3","inweb_inbio_pathway","inweb_inbiomap"
"6423","IMMT","MAGEA6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6424","MCTS1","XRCC5","cpdb_complex","cpdb"
"6425","BTF3L4","ELAVL1","inweb_inbio_interaction","inweb_inbiomap"
"6426","CD38","CBX3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6427","RPS3A","RPL27A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6428","KLF10","CDK6","inweb_inbio_interaction","inweb_inbiomap"
"6429","EXOC4","POC1B","inweb_inbio_interaction","inweb_inbiomap"
"6430","NLRC5","IFIH1","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6431","ITGA5","NCAN","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6432","ALDH3B1","BAG3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6433","U2AF1","SF3B2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6434","RAD51","RAD51D","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6435","RXRA","HIST1H2BA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6436","PHB","ANXA3","cpdb_complex","cpdb"
"6437","CDC40","SUZ12","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6438","TTC17","CAPZB","cpdb_complex","cpdb"
"6439","CDC5L","STAU1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6440","ACHE","CANX","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6441","EXOSC7","RPSA","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6442","RFC4","RNF2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6443","GAK","PHKG2","inweb_inbio_interaction","inweb_inbiomap"
"6444","CXCL2","CASP3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6445","DNAJB4","HSPA7","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6446","COL18A1","SELP","inweb_inbio_interaction","inweb_inbiomap"
"6447","ENKD1","BCAS2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6448","GNG12","KCNJ4","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6449","NT5C","FBP1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6450","PGD","NOC2L","inweb_inbio_interaction","inweb_inbiomap"
"6451","FBXO15","UBE2B","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6452","TRMT11","TP53","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6453","SNRNP70","MAP4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6454","PDE7B","NME4","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6455","TK1","EZH2","inweb_inbio_interaction","inweb_inbiomap"
"6456","LZTS3","HAUS4","cpdb_complex","cpdb"
"6457","RCC2","SF3B3","cpdb_complex","cpdb"
"6458","POU5F1","RAD23B","inweb_inbio_interaction","inweb_inbiomap"
"6459","POU6F2","KRT16","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6460","CUL3","UBR2","cpdb_complex","cpdb"
"6461","AURKB","DUSP14","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6462","ECSIT","NDUFAF7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6463","TCEA1","GTF2A2","inweb_inbio_interaction","inweb_inbiomap"
"6464","SLC6A5","SLC26A4","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6465","TFE3","MOV10","cpdb_complex","cpdb"
"6466","SRPK1","CALD1","cpdb_complex","cpdb"
"6467","HOMER1","NRXN3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6468","SYT17","CEP63","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6469","DDX54","UNC5C","cpdb_complex","cpdb"
"6470","BCOR","IRF4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6471","RPP21","RPP40","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6472","ETFA","TRMT61B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6473","NQO1","NR1I2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6474","MAPK13","GYS1","inweb_inbio_interaction","inweb_inbiomap"
"6475","RBAK","ZNF317","inweb_inbio_interaction","inweb_inbiomap"
"6476","CTTN","CCT3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6477","ZFR","HCFC1","cpdb_complex","cpdb"
"6478","TYK2","JAK3","cpdb_interaction","cpdb"
"6479","NACA2","TPT1","inweb_inbio_interaction","inweb_inbiomap"
"6480","NEK9","CHEK1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6481","KDM2A","WDR5B","inweb_inbio_interaction","inweb_inbiomap"
"6482","LCE3E","RGS20","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6483","ADRB2","ALG2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6484","SNTA1","SLC2A3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6485","F11R","PRKCA","omnipath_undirectional","omnipath"
"6486","CKAP4","CDCA3","cpdb_complex","cpdb"
"6487","IL7","ZHX2","evex_regulation_other","evex_signaling"
"6488","IFT57","IFT88","omnipath_undirectional","omnipath"
"6489","FRAT1","PIAS1","inweb_inbio_interaction","inweb_inbiomap"
"6490","TP53","POLDIP2","inweb_inbio_interaction","inweb_inbiomap"
"6491","NUP62","CEP57L1","inweb_inbio_interaction","inweb_inbiomap"
"6492","THOC1","GTSE1","cpdb_complex","cpdb"
"6493","AES","GFI1B","vinayagam_ppi","vinayagam"
"6494","SPATA1","MEOX2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6495","MAPK6","NOL4","inweb_inbio_interaction","inweb_inbiomap"
"6496","TRIP4","MED8","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6497","TUBB4B","DDX18","inweb_inbio_interaction","inweb_inbiomap"
"6498","NDUFA10","NDUFS2","inweb_inbio_pathway","inweb_inbiomap"
"6499","PLS1","NUP93","inweb_inbio_interaction","inweb_inbiomap"
"6500","RPN1","ZNF703","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6501","MCC","RASAL2","omnipath_undirectional","omnipath"
"6502","TCERG1","DDB1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6503","GNB1","CCR3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6504","ATF1","SRSF10","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6505","TNIP1","RBM14","cpdb_complex","cpdb"
"6506","WDR12","PSPC1","cpdb_interaction","cpdb"
"6507","SNX2","USP46","inweb_inbio_interaction","inweb_inbiomap"
"6508","LGALS9","MAN2B1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6509","LRRK2","PLP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6510","TP53BP2","TP53","vinayagam_ppi","vinayagam"
"6511","AIFM1","TFRC","inweb_inbio_interaction","inweb_inbiomap"
"6512","UBE2F","SMURF1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6513","LSM7","RBM39","cpdb_complex","cpdb"
"6514","DKK3","APC","omnipath_undirectional","omnipath"
"6515","COPS7B","FBXW4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6516","KIF1C","CCAR1","cpdb_complex","cpdb"
"6517","ZBTB16","CCHCR1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6518","TPT1","UMOD","evex_binding","evex_signaling"
"6519","KYAT3","RPLP1","inweb_inbio_interaction","inweb_inbiomap"
"6520","DDX3X","RFC2","cpdb_complex","cpdb"
"6521","PPP1R10","SCNN1A","evex_binding","evex_signaling"
"6522","SMURF2","GAR1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6523","ATF3","MATR3","cpdb_complex","cpdb"
"6524","CARM1","SYAP1","cpdb_complex","cpdb"
"6525","NMT1","KIF14","cpdb_complex","cpdb"
"6526","CRLS1","GK5","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6527","CLASP1","PPP2R1B","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6528","RAC3","NEFM","inweb_inbio_interaction","inweb_inbiomap"
"6529","KIFC3","VPS50","cpdb_complex","cpdb"
"6530","EBF3","TEAD1","inweb_inbio_interaction","inweb_inbiomap"
"6531","CFH","ADAMTS13","evex_binding","evex_signaling"
"6532","RBBP7","GTF2I","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6533","SMC2","SCFD1","cpdb_complex","cpdb"
"6534","LARP1","SOX2","cpdb_interaction","cpdb"
"6535","HIST1H3A","RNF2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6536","GOLGA5","GPR161","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6537","RPL38","SOX17","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6538","TMEM27","SLC7A9","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6539","NOS2","RPL23","inweb_inbio_interaction","inweb_inbiomap"
"6540","WDR3","USP36","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6541","COPS8","WDR77","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6542","MAPK6","CSE1L","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6543","MAP3K5","PSMC3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6544","DXO","RPS11","inweb_inbio_interaction","inweb_inbiomap"
"6545","NAA10","MYH2","inweb_inbio_interaction","inweb_inbiomap"
"6546","ADIPOQ","RBP4","evex_binding","evex_signaling"
"6547","CREB3","SLC29A3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6548","EIF3K","ARPC4","cpdb_complex","cpdb"
"6549","SLC24A5","STX1A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6550","FGR","KHDRBS1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6551","SPAST","TTPAL","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6552","SHC3","KCNA3","cpdb_interaction","cpdb"
"6553","TUBAL3","SOD2","inweb_inbio_interaction","inweb_inbiomap"
"6554","KIF21A","CCT8","inweb_inbio_interaction","inweb_inbiomap"
"6555","KDM7A","TLN1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6556","AGO2","HIST2H3D","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6557","TLK1","UBE3C","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6558","SRSF4","NFX1","inweb_inbio_interaction","inweb_inbiomap"
