"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000007062",45.1371571926478,0.801523872999281,0.594857357098805,1.34742197172851,0.177844368156611,0.866105393931186,"PROM1"
"ENSG00000007255",3.58328625080486,0.66425711760465,0.503846661745338,1.31837157619274,0.187379291005847,0.866105393931186,"TRAPPC6A"
"ENSG00000007312",7.21320679379617,-2.30457241123058,1.31565244375842,-1.75165745494845,0.0798327266998346,0.866105393931186,"CD79B"
"ENSG00000007372",45.4921502955216,-0.935933497490647,0.558219540980432,-1.67664051288283,0.0936127995725206,0.866105393931186,"PAX6"
"ENSG00000007376",9.63114527965614,-0.620500481861317,0.393188980226331,-1.57812276810032,0.114537408534174,0.866105393931186,"RPUSD1"
"ENSG00000007516",6.19966181373505,1.14391841103104,0.77247422791355,1.48084993608235,0.138646566336086,0.866105393931186,"BAIAP3"
"ENSG00000007520",4.21447405970057,0.504499152654011,0.460545152177674,1.09543906882637,0.273324325854471,0.866105393931186,"TSR3"
"ENSG00000007933",35.0637786889741,1.24471779664593,0.628287806500482,1.98112677624435,0.0475770581819082,0.866105393931186,"FMO3"
"ENSG00000008056",6.10074888500247,-1.51276399830823,1.2969833477095,-1.16637118046257,0.243464405375459,0.866105393931186,"SYN1"
"ENSG00000008083",28.7266003782642,-0.484583659598518,0.298410546743803,-1.62388248299599,0.104400891769939,0.866105393931186,"JARID2"
"ENSG00000008226",6.51507802863518,1.32499378700859,0.941970378134418,1.40661937759949,0.159540283947872,0.866105393931186,"DLEC1"
"ENSG00000008283",43.1806797962587,0.616960512955401,0.310864912661243,1.98465792640843,0.0471825428299587,0.866105393931186,"CYB561"
"ENSG00000008294",39.6446436111799,-0.332343487241785,0.271525025737123,-1.22398841999758,0.220956595977379,0.866105393931186,"SPAG9"
"ENSG00000008311",2.95140112633696,-0.637740211561139,0.562396572117103,-1.13396888099871,0.256807601646007,0.866105393931186,"AASS"
"ENSG00000008382",2.22010641961729,0.725768562758054,0.601829885856614,1.20593639467577,0.227842016243881,0.866105393931186,"MPND"
"ENSG00000008394",49.9691352750141,0.546319876450949,0.342493828250268,1.5951232734382,0.110684671999356,0.866105393931186,"MGST1"
"ENSG00000008405",9.61698398569706,-0.534455457869838,0.439207244180303,-1.21686394054656,0.223655987311293,0.866105393931186,"CRY1"
"ENSG00000008516",38.1335619467567,-1.7415475330144,0.944953233999009,-1.84299864835028,0.0653292078315121,0.866105393931186,"MMP25"
"ENSG00000008869",15.4815766666599,0.350240783765444,0.260371959188025,1.34515554154785,0.178575009994708,0.866105393931186,"HEATR5B"
"ENSG00000008952",54.3064153401648,0.203747155019395,0.173835579371821,1.17206820235342,0.241169674976513,0.866105393931186,"SEC62"
"ENSG00000009765",2.58431984998709,2.00694457802599,0.809399476013764,2.4795476615701,0.013154914765439,0.866105393931186,"IYD"
"ENSG00000010165",11.8969186747542,0.478015393584339,0.364404235204923,1.31177233249094,0.189596962791168,0.866105393931186,"METTL13"
"ENSG00000010295",7.32813343521379,-1.53392321987305,0.845941991643708,-1.81327234612453,0.0697898263004071,0.866105393931186,"IFFO1"
"ENSG00000010322",26.5427812468392,0.293578044275874,0.189672826959259,1.54781287853602,0.121667354911255,0.866105393931186,"NISCH"
"ENSG00000010539",9.22967645642867,-0.70809374938797,0.50633802654124,-1.39846053875295,0.161974814687525,0.866105393931186,"ZNF200"
"ENSG00000010626",12.8416238795908,1.71943922790876,0.887135112773745,1.93819318292195,0.0525996581452842,0.866105393931186,"LRRC23"
"ENSG00000010803",5.03926991121516,0.491372235785583,0.427898271953935,1.1483389113534,0.250828681627226,0.866105393931186,"SCMH1"
"ENSG00000010810",5.11837014869135,-1.43329799968366,0.748375635894448,-1.91521200175177,0.0554654725204068,0.866105393931186,"FYN"
"ENSG00000011007",19.7241586708895,0.339300445720789,0.262586119849321,1.29214920390876,0.19630547888982,0.866105393931186,"TCEB3"
"ENSG00000011021",6.50086327785458,0.628064372819646,0.351405612138642,1.78729181072912,0.0738903369288718,0.866105393931186,"CLCN6"
"ENSG00000011114",13.6451160242101,0.292834898648221,0.247223573812946,1.18449423787468,0.2362174758832,0.866105393931186,"BTBD7"
"ENSG00000011275",12.4396851269656,-0.54479251148985,0.336471457534128,-1.61913439993522,0.105418348727598,0.866105393931186,"RNF216"
"ENSG00000011295",23.6587203975337,0.617971913400073,0.252899040500806,2.44355183070812,0.0145434803961438,0.866105393931186,"TTC19"
"ENSG00000011304",63.8300597940433,-0.210773781244198,0.137804504425847,-1.5295130019325,0.126137318322266,0.866105393931186,"PTBP1"
"ENSG00000011347",29.1738781293644,0.764687341881903,0.539636900459572,1.41704049747278,0.156471087574944,0.866105393931186,"SYT7"
"ENSG00000011405",15.5402279549945,0.421387704526862,0.385448972317741,1.09323862505851,0.274289042342055,0.866105393931186,"PIK3C2A"
"ENSG00000011422",77.7201077758809,-1.00059987456177,0.698415318124984,-1.43267171924015,0.151951675198893,0.866105393931186,"PLAUR"
"ENSG00000011478",2.55853338665124,0.622632155659146,0.528132008048064,1.17893281636223,0.238424929124371,0.866105393931186,"QPCTL"
"ENSG00000011566",18.6486144964757,0.402789290007223,0.29053394132587,1.38637602260537,0.165632114070751,0.866105393931186,"MAP4K3"
"ENSG00000012048",2.07000658483824,0.943462354195088,0.665912735380347,1.41679578129139,0.156542643494716,0.866105393931186,"BRCA1"
"ENSG00000012061",10.7606380965881,0.62127603288397,0.384065005466756,1.61763249460578,0.105741821876618,0.866105393931186,"ERCC1"
"ENSG00000012223",6.47037047466177,-0.919584975299066,0.609228569064054,-1.50942523380315,0.131190148565938,0.866105393931186,"LTF"
"ENSG00000012232",19.235698621296,-0.605248641158147,0.304544486114497,-1.98738991757873,0.0468792041180154,0.866105393931186,"EXTL3"
"ENSG00000012822",35.7537863808021,0.288539457894144,0.251974568217198,1.14511341337205,0.252162179793243,0.866105393931186,"CALCOCO1"
"ENSG00000012963",12.1961961730814,0.361876671883303,0.303439470975325,1.19258272735629,0.233032833792836,0.866105393931186,"UBR7"
"ENSG00000013016",34.2236940919148,-1.22253361188473,0.553785150441573,-2.20759551047896,0.0272724823892241,0.866105393931186,"EHD3"
"ENSG00000013306",40.0770785446083,0.605960381224551,0.287377543117667,2.10858640745091,0.0349802971623397,0.866105393931186,"SLC25A39"
"ENSG00000013375",11.9446153854984,0.831348460574896,0.309189395579685,2.68880004443955,0.00717093589216177,0.866105393931186,"PGM3"
"ENSG00000013563",26.2104927614802,-0.87299967380088,0.646371318910624,-1.35061635357245,0.176818359444173,0.866105393931186,"DNASE1L1"
"ENSG00000013619",16.5692028220408,-1.53330677605251,0.953378761331156,-1.60828711341506,0.107772311670984,0.866105393931186,"MAMLD1"
"ENSG00000013810",10.6771240383162,-0.961461301590203,0.555001993253148,-1.73235648390124,0.0832101108657837,0.866105393931186,"TACC3"
"ENSG00000014123",18.7684158177877,0.647121497464238,0.308167043647795,2.09990494052905,0.0357372040750477,0.866105393931186,"UFL1"
"ENSG00000014164",7.59371604242718,-0.507193048010972,0.407971270572403,-1.2432077565152,0.21379128517388,0.866105393931186,"ZC3H3"
"ENSG00000014824",28.9284704912844,0.458605090545691,0.318474421048841,1.44000604204053,0.149865689662403,0.866105393931186,"SLC30A9"
"ENSG00000015133",72.5541845172254,-0.617898215859478,0.515334626375702,-1.19902328358002,0.230518892185153,0.866105393931186,"CCDC88C"
"ENSG00000015153",3.9820270781397,-0.959984471869695,0.457432358219307,-2.09863699981069,0.0358489121454659,0.866105393931186,"YAF2"
"ENSG00000015568",30.6497052733281,-0.350093104654332,0.269811999416615,-1.29754460665686,0.194443867480002,0.866105393931186,"RGPD5"
"ENSG00000015676",17.9749128830318,0.465971261665864,0.267693174092944,1.74069160801268,0.0817376500770366,0.866105393931186,"NUDCD3"
"ENSG00000016082",2.40299986599839,-1.00048672307964,0.703286703987515,-1.42258728539449,0.154855831969352,0.866105393931186,"ISL1"
"ENSG00000016402",10.4647988899538,0.598206266562843,0.406972668769252,1.46989297431671,0.14159074268476,0.866105393931186,"IL20RA"
"ENSG00000016864",15.7513551623772,0.311696298225692,0.254885052782154,1.22288967055315,0.221371370505542,0.866105393931186,"GLT8D1"
"ENSG00000017427",1.49181164991801,1.08506348254902,0.851685778579376,1.27401855219295,0.202656841354085,0.866105393931186,"IGF1"
"ENSG00000017483",1.89658675547399,-1.32029221158941,1.09932624937986,-1.20100126084882,0.229750712237565,0.866105393931186,"SLC38A5"
"ENSG00000019102",48.5193420564082,0.830650947151688,0.460447395660948,1.80400835139774,0.0712299977444213,0.866105393931186,"VSIG2"
"ENSG00000019186",2.06227969108115,-1.18852732897684,0.912068139720092,-1.3031124290139,0.192536380934207,0.866105393931186,"CYP24A1"
"ENSG00000019995",17.3117551786132,-0.423306836270772,0.291023987448805,-1.45454276804326,0.145795885185371,0.866105393931186,"ZRANB1"
"ENSG00000020633",13.232179724805,-0.753124572377201,0.348764875133613,-2.15940487725054,0.0308187698502419,0.866105393931186,"RUNX3"
"ENSG00000020922",5.33762239744566,0.706921340839572,0.49392487240948,1.4312325220454,0.152363585674519,0.866105393931186,"MRE11A"
"ENSG00000021355",201.836809425836,-0.634175291668728,0.361282252448493,-1.75534581998085,0.0792001734634204,0.866105393931186,"SERPINB1"
"ENSG00000021488",24.449851637245,-1.82500877363571,1.0918984410822,-1.67140890120414,0.0946409389446487,0.866105393931186,"SLC7A9"
"ENSG00000021645",7.05397176853215,-2.64043188075097,1.26022984753253,-2.0951986543731,0.0361533368531443,0.866105393931186,"NRXN3"
"ENSG00000021762",292.146459300221,-0.845204234266822,0.736221401939985,-1.14802997038616,0.250956191667354,0.866105393931186,"OSBPL5"
"ENSG00000023041",14.3503153246551,0.448882517743296,0.318887927607743,1.40764976934297,0.159234802460441,0.866105393931186,"ZDHHC6"
"ENSG00000023171",42.8661135964921,-0.606042508892791,0.48203899178356,-1.25724789741679,0.208663884206882,0.866105393931186,"GRAMD1B"
"ENSG00000023516",15.8581301224145,0.545642503595196,0.341005181530365,1.60010033028372,0.109576327747907,0.866105393931186,"AKAP11"
"ENSG00000023572",1.58634009009523,1.33444044506001,0.626524513056598,2.12990939261057,0.0331790945500649,0.866105393931186,"GLRX2"
"ENSG00000023734",41.8777641157069,0.283723271335451,0.198429890830317,1.42984139208175,0.152762546152116,0.866105393931186,"STRAP"
"ENSG00000023909",28.9129047463994,0.536047998713933,0.297852839198732,1.79970753394858,0.071906830865042,0.866105393931186,"GCLM"
"ENSG00000024422",6.3011551746081,-0.695055425759128,0.523481504268182,-1.32775546049293,0.184258905212282,0.866105393931186,"EHD2"
"ENSG00000024526",2.46457567393713,1.80227819652738,1.26141008529256,1.42878055086215,0.15306731732599,0.866105393931186,"DEPDC1"
"ENSG00000024862",9.84114537801349,0.636758081657489,0.343903971235809,1.85155780367792,0.0640893470533439,0.866105393931186,"CCDC28A"
"ENSG00000025796",41.8958567439011,0.289348785488266,0.253007311040148,1.14363804072978,0.252773778676914,0.866105393931186,"SEC63"
"ENSG00000025800",23.5474192868433,0.281406246275918,0.23190965916244,1.21343046810659,0.224965283378622,0.866105393931186,"KPNA6"
"ENSG00000026025",32.8441218787805,-0.768443307038309,0.61724552015427,-1.24495566504274,0.213148047498796,0.866105393931186,"VIM"
"ENSG00000026103",10.132737915605,-0.783645839623634,0.467289814192972,-1.67700175741477,0.0935421381905067,0.866105393931186,"FAS"
"ENSG00000026297",11.9585183884211,-0.698935231972252,0.595229835086104,-1.17422748453317,0.240303920018225,0.866105393931186,"RNASET2"
"ENSG00000026508",167.852985681705,-0.993962016695771,0.305504412014161,-3.25351116909467,0.00113988244166359,0.866105393931186,"CD44"
"ENSG00000026950",21.6156494525228,0.873403339238975,0.489175527735501,1.78546000304256,0.0741867334269462,0.866105393931186,"BTN3A1"
"ENSG00000027001",7.59388385899605,0.622511792757943,0.472554025890908,1.31733465096254,0.187726475169268,0.866105393931186,"MIPEP"
"ENSG00000027075",15.9927157554751,-0.552335008719485,0.390551061996956,-1.41424531249589,0.157289887794358,0.866105393931186,"PRKCH"
"ENSG00000027697",92.8905118306601,-0.501390890892513,0.300670105489958,-1.66757812545238,0.0953995036122988,0.866105393931186,"IFNGR1"
"ENSG00000028137",50.6637158875845,-1.27247537263991,0.793773089153949,-1.60307194842823,0.108918770351241,0.866105393931186,"TNFRSF1B"
"ENSG00000028277",9.39627214637243,-1.47830276529013,0.801814370668341,-1.84369701937109,0.0652273076636279,0.866105393931186,"POU2F2"
"ENSG00000028839",5.15024902308658,0.57871522098013,0.401396365301243,1.44175501077547,0.149371498684356,0.866105393931186,"TBPL1"
"ENSG00000029363",259.257459155182,-0.633694055772564,0.539141164565482,-1.17537687236939,0.239843972058374,0.866105393931186,"BCLAF1"
"ENSG00000029364",128.428728932356,-0.670656863791812,0.460086222418158,-1.45767647695886,0.144929738715163,0.866105393931186,"SLC39A9"
"ENSG00000030066",20.8812173679571,-0.395568129233108,0.30580584456888,-1.29352704095886,0.195828837841373,0.866105393931186,"NUP160"
"ENSG00000030419",29.2081623153028,0.429902265189242,0.332337519525172,1.29357126394716,0.195813553655454,0.866105393931186,"IKZF2"
"ENSG00000031691",1.82561077322724,0.935915521406114,0.784128932598544,1.1935735087654,0.232644841723055,0.866105393931186,"CENPQ"
"ENSG00000032444",22.6490350220977,-0.527332965278337,0.307447319293257,-1.71519779873359,0.0863089683305473,0.866105393931186,"PNPLA6"
"ENSG00000033122",4.36780249391581,-2.7973275652414,1.31251156738006,-2.1312784090926,0.0330662127105892,0.866105393931186,"LRRC7"
"ENSG00000033327",18.8604320109055,-0.875130059253841,0.590754621323201,-1.48137657779753,0.138506252600872,0.866105393931186,"GAB2"
"ENSG00000034063",8.39053581460461,-0.911597421800595,0.672115215849016,-1.35631123995469,0.175000160730642,0.866105393931186,"UHRF1"
"ENSG00000034152",56.0009770198499,-0.445911775715145,0.333465133736352,-1.33720659404139,0.181155210091341,0.866105393931186,"MAP2K3"
"ENSG00000034693",5.05074898902898,0.683314251496528,0.490401407951474,1.3933774259558,0.163505688352387,0.866105393931186,"PEX3"
"ENSG00000035115",20.3371520684977,0.552614533736783,0.324213279524478,1.70447840553385,0.0882917470181433,0.866105393931186,"SH3YL1"
"ENSG00000035141",19.9279769312026,0.500135633304894,0.237164482468149,2.10881337753457,0.0349606934440836,0.866105393931186,"FAM136A"
"ENSG00000035664",12.9630320111366,-0.551981704673611,0.34499083084803,-1.59998949339254,0.109600914222045,0.866105393931186,"DAPK2"
"ENSG00000035681",23.0684313014556,-0.767221905958505,0.340052950903365,-2.25618364410704,0.0240591324411647,0.866105393931186,"NSMAF"
"ENSG00000035928",15.7634024718796,0.391646228434216,0.29399165206124,1.3321678547275,0.182805037027372,0.866105393931186,"RFC1"
"ENSG00000036549",10.1238133968763,0.483596864328653,0.272917164941995,1.77195474103446,0.0764020703939295,0.866105393931186,"ZZZ3"
"ENSG00000037042",4.91313104891953,0.817667581408629,0.45732554473036,1.78793332415037,0.0737867657137531,0.866105393931186,"TUBG2"
"ENSG00000037637",11.5383390695389,0.444302470014591,0.272293358082598,1.63170513281421,0.102741618260353,0.866105393931186,"FBXO42"
"ENSG00000037757",8.23012078409007,-0.793573529374806,0.612294182000401,-1.29606576822624,0.194952827301264,0.866105393931186,"MRI1"
"ENSG00000037897",12.6530086953079,-0.802837273216574,0.63648979435507,-1.2613513686108,0.207182281334325,0.866105393931186,"METTL1"
"ENSG00000038219",31.7993153713357,-0.425974409630831,0.318500574972672,-1.33743686229571,0.181080078667402,0.866105393931186,"BOD1L1"
"ENSG00000038382",45.0521824665657,-0.88764318186497,0.440446813073221,-2.01532433773656,0.0438706764607196,0.866105393931186,"TRIO"
"ENSG00000039139",9.70825176835538,0.888671041885775,0.581131906432815,1.52920710779888,0.126213109101358,0.866105393931186,"DNAH5"
"ENSG00000039523",23.0942718030863,-0.815135428980315,0.503546231747246,-1.61878965145244,0.105492529482661,0.866105393931186,"FAM65A"
"ENSG00000040633",18.882593203527,-0.434103941214446,0.377191577790066,-1.15088450213503,0.249779754400197,0.866105393931186,"PHF23"
"ENSG00000041357",44.2630244750605,0.281216862425318,0.140966074021935,1.99492583145615,0.0460509697148144,0.866105393931186,"PSMA4"
"ENSG00000041802",22.0404010636273,0.477263438846157,0.244140556529218,1.95487159376996,0.0505982281511613,0.866105393931186,"LSG1"
"ENSG00000041880",10.6296671763661,0.635202153225498,0.547183632603472,1.16085737104971,0.245699907243215,0.866105393931186,"PARP3"
"ENSG00000041982",31.9622503933852,-0.861989786829085,0.67924549181602,-1.26904012940076,0.20442675186151,0.866105393931186,"TNC"
"ENSG00000041988",3.19330645881909,-1.51601345309516,0.652903400125161,-2.32195674399083,0.0202352648953362,0.866105393931186,"THAP3"
"ENSG00000042088",6.2077818759354,0.534159688754279,0.400641871048107,1.33325976977114,0.182446570965817,0.866105393931186,"TDP1"
"ENSG00000042832",1.81134163011901,-1.27713619823562,1.03282508754368,-1.23654645267475,0.216255509938019,0.866105393931186,"TG"
"ENSG00000043462",59.0286730087607,-1.29524087542876,0.787092664226304,-1.64560150830773,0.0998458284161131,0.866105393931186,"LCP2"
"ENSG00000044090",7.97184857300228,0.497250675624939,0.429808450718444,1.15691228218934,0.247308200178684,0.866105393931186,"CUL7"
"ENSG00000044574",217.868992483224,0.208528965037744,0.185125786264195,1.12641771438664,0.25998875216779,0.866105393931186,"HSPA5"
"ENSG00000046604",45.2804179665737,0.60285807758308,0.408406281285632,1.4761234222092,0.139910762184521,0.866105393931186,"DSG2"
"ENSG00000046653",2.68771346525486,1.29133267880143,0.539878081994871,2.3918968409125,0.0167615527749301,0.866105393931186,"GPM6B"
"ENSG00000047315",38.4768019716028,0.396271386266087,0.234557416160679,1.68944300611936,0.0911345653072834,0.866105393931186,"POLR2B"
"ENSG00000047346",39.4564469695939,0.531760781114247,0.299659393974206,1.7745506792289,0.0759721070613289,0.866105393931186,"FAM214A"
"ENSG00000047457",206.281042058767,0.749283636924626,0.548295786634244,1.36656829249804,0.171760661393495,0.866105393931186,"CP"
"ENSG00000047578",17.5108214021126,0.297396898233563,0.25408810968509,1.17044791510373,0.241820762901877,0.866105393931186,"KIAA0556"
"ENSG00000047621",6.59165577671762,0.773131901092573,0.387527519711243,1.99503741481032,0.0460387993401403,0.866105393931186,"C12orf4"
"ENSG00000047644",13.011957656339,-0.474500935470885,0.422708640307673,-1.12252480840116,0.261639365481599,0.866105393931186,"WWC3"
"ENSG00000047849",22.7488102849125,0.323363425067255,0.266604883986875,1.21289385337432,0.225170405974967,0.866105393931186,"MAP4"
"ENSG00000047932",12.0036802400311,0.608641642740856,0.425726946909717,1.42965261456642,0.152816746620829,0.866105393931186,"GOPC"
"ENSG00000048052",10.9206139536994,-0.764035488207272,0.477250803887329,-1.60090979833666,0.10939689907443,0.866105393931186,"HDAC9"
"ENSG00000048140",25.1978288676685,0.354561683209183,0.30351787355894,1.16817398280939,0.242736592737883,0.866105393931186,"TSPAN17"
"ENSG00000048405",9.52576748901033,0.375041059822417,0.309644376543474,1.21119932488024,0.225819021443632,0.866105393931186,"ZNF800"
"ENSG00000048649",13.4668828373014,0.324895044899356,0.242895958147825,1.3375893422715,0.181030340565371,0.866105393931186,"RSF1"
"ENSG00000048707",39.8215389582392,0.532185095907227,0.305767172150557,1.74049127695495,0.0817727904484641,0.866105393931186,"VPS13D"
"ENSG00000049192",4.36390782627195,-1.50490839414931,1.25201066193759,-1.20199327361984,0.2293661341699,0.866105393931186,"ADAMTS6"
"ENSG00000049283",20.6761342806907,0.59476409292272,0.379481487938597,1.56730726485124,0.117042888095975,0.866105393931186,"EPN3"
"ENSG00000049323",4.09310920341723,-0.628305229630095,0.481466333266703,-1.30498268771381,0.191898742902006,0.866105393931186,"LTBP1"
"ENSG00000049540",12.127434849745,-1.32752700489994,0.886497231956301,-1.49749706715991,0.134263968148584,0.866105393931186,"ELN"
"ENSG00000049883",1.54161077785459,0.915120922997049,0.650587039135628,1.40660798317298,0.159543664543641,0.866105393931186,"PTCD2"
"ENSG00000050393",10.013388007744,0.550783342366568,0.287659983519645,1.91470268345112,0.055530431177992,0.866105393931186,"MCUR1"
"ENSG00000050426",11.5854409188283,0.376598051302866,0.31656591980654,1.18963548423978,0.234189692758923,0.866105393931186,"LETMD1"
"ENSG00000050438",1.78083030978623,0.988628682237729,0.838695598165343,1.1787693704371,0.238490024004514,0.866105393931186,"SLC4A8"
"ENSG00000050730",5.19808025452146,-1.71369430387118,0.786821153192512,-2.17799724488582,0.0294062418702715,0.866105393931186,"TNIP3"
"ENSG00000050748",15.6042553004072,0.414934419632367,0.248381059330537,1.6705558014397,0.0948094487921572,0.866105393931186,"MAPK9"
"ENSG00000051341",2.31966070655744,1.08226542692481,0.810907197905855,1.33463536853506,0.181995716303906,0.866105393931186,"POLQ"
"ENSG00000051620",71.0404927792299,0.326239463842612,0.206094581361857,1.58295992881931,0.113430597928593,0.866105393931186,"HEBP2"
"ENSG00000052126",16.1285015582366,0.647370721071372,0.382198167930314,1.69380906396549,0.0903015711808858,0.866105393931186,"PLEKHA5"
